Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
1810058I24Rik,1.659289415,1.415311211,1.223720542,1.11974727,0.949671358,0.846481457,0.794666781,0.718124157,0.688840109,0,0,1.537300313,1.034905157,0.733877016,CV
Mup11,95.70483967,87.15684115,77.79490624,69.32001725,61.75566154,55.62979491,49.32135029,43.25906669,36.08133056,0,0,91.43084041,66.12509499,42.88724918,CV
Mup7,8.388911809,8.889704356,9.181658881,8.647769922,8.379435472,8.091857778,7.655774577,7.209569381,6.570061923,0,0,8.639308083,8.575180513,7.145135294,CV
Adh1,9.000727698,8.478152193,8.209836188,7.855169906,7.479517866,7.107283711,6.910999005,6.655424896,6.651633143,0,0,8.739439946,7.662951918,6.739352348,CV
Amy1,3.018101192,2.947418111,3.087013079,2.663776116,2.586073509,2.325511192,2.244398871,2.093797332,1.991812024,0,0,2.982759652,2.665593474,2.110002742,CV
Arrdc3,0.944781343,0.907510569,0.842085554,0.780949184,0.721565205,0.653444482,0.603407627,0.546943072,0.491032663,0,0,0.926145956,0.749511106,0.547127787,CV
Cyp2c68,4.673558509,4.088148432,3.572983428,3.158728444,2.775150958,2.516783552,2.203251435,2.033497908,1.821995758,0,0,4.380853471,3.005911596,2.0195817,CV
Cyp4a12b,1.140317836,0.857628712,0.678735324,0.54827434,0.558652092,0.500157487,0.529085491,0.573648902,0.665326438,0,0,0.998973274,0.571454811,0.58935361,CV
Mup18,19.63544591,11.18104757,5.859031867,3.856929659,3.000787529,2.609777294,2.259572064,1.897134242,1.341619143,0,0,15.40824674,3.831631587,1.83277515,CV
Mup16,10.80016597,8.991809433,7.319874442,6.222672981,5.91263376,5.875832821,5.852138079,5.559530832,5.287264935,0,0,9.895987702,6.332753501,5.566311282,CV
Mup9,1.261056392,0.764688044,0.643152826,0.412111296,0.400062708,0.360570525,0.350069763,0.343478968,0.311569838,0,0,1.012872218,0.453974339,0.335039523,CV
Nat8f5,0.320311412,0.246851066,0.206763876,0.169389012,0.147537858,0.12623005,0.111276665,0.111098028,0.092064376,0,0,0.283581239,0.162480199,0.104813023,CV
Ugt1a10,13.9484501,12.21784338,11.09123832,9.971388639,9.042891457,8.492922333,8.124352374,7.874043479,7.704722371,0,0,13.08314674,9.649610187,7.901039408,CV
Cyp2d10,8.184448567,7.677469337,7.466179332,7.033842682,6.709255516,6.557973091,6.514416657,6.378241979,6.346223802,0,0,7.930958952,6.941812655,6.412960813,CV
Mup15,4.550160397,3.516829398,2.625693705,2.142195898,1.868783822,1.719837355,1.63593287,1.508048996,1.374863172,0,0,4.033494898,2.089127695,1.506281679,CV
Mup17,59.26585362,36.55673857,20.00143948,12.85559567,9.882790522,8.390318583,7.401888289,6.343989513,5.040083582,0,0,47.9112961,12.78253606,6.261987128,CV
Rhbg,0.503736606,0.247568357,0.144190992,0.10409625,0.075461419,0.073547783,0.0666673,0.057991476,0.057757988,0,0,0.375652482,0.099324111,0.060805588,CV
Ahsg,68.6570299,73.07149284,76.60116803,78.26554824,79.18966577,77.69696903,77.00090619,76.17891247,75.4068818,0,0,70.86426137,77.93833777,76.19556682,MZ
Enho,0.501816686,0.628605138,0.69108602,0.693453236,0.622852055,0.552935201,0.476798169,0.392074048,0.336675713,0,0,0.565210912,0.640081628,0.40184931,MZ
Apoa1,60.96482124,64.01098289,67.063617,68.93964856,69.41236433,68.60556104,67.90128135,66.65725404,65.41039508,0,0,62.48790207,68.50529773,66.65631016,MZ
Scd1,16.81458931,19.64610909,21.70998088,22.05855648,21.60910158,20.65641615,19.91127286,19.13027281,18.49219984,0,0,18.2303492,21.50851377,19.17791517,MZ
Igfbp2,7.203682123,9.26210614,11.01679898,11.84203766,11.8170878,11.25468117,10.2736646,9.416759041,8.453343104,0,0,8.232894132,11.4826514,9.381255582,MZ
Hamp,4.264208608,6.244829434,7.72007709,7.526146689,6.204877903,4.73713516,3.63568094,2.921816932,2.312413742,0,0,5.254519021,6.547059211,2.956637205,MZ
Wfdc21,20.18585625,24.30788643,26.18519167,27.91375533,28.32696452,28.39361616,28.20435715,27.78397188,27.03251465,0,0,22.24687134,27.70488192,27.67361456,MZ
Hamp2,0.867678259,1.121196605,1.359636865,1.081193858,0.972806641,0.813814636,0.66897704,0.542638632,0.474402562,0,0,0.994437432,1.056863,0.562006078,MZ
Cdh1,0.150083791,0.181452454,0.26390852,0.258939593,0.354634579,0.426083494,0.528252465,0.572170407,0.594417956,0,0,0.165768123,0.325891547,0.564946943,PV
Gm2a,0.891430269,0.978266736,1.068658305,1.135196189,1.245543556,1.297439571,1.318492092,1.351805901,1.381676964,0,0,0.934848503,1.186709405,1.350658319,PV
Sult5a1,0.10512918,0.130921774,0.14840332,0.19859891,0.238995055,0.301954275,0.340154273,0.392499371,0.427449058,0,0,0.118025477,0.22198789,0.386700901,PV
Ftcd,1.522584392,1.81135796,2.144665871,2.265919508,2.448395842,2.723132138,2.860804925,2.896765848,2.999045315,0,0,1.666971176,2.39552834,2.918872029,PV
Tat,5.294374581,5.936767645,6.162439474,6.59582325,6.977571783,7.143419644,7.555461295,7.770084493,8.0015343,0,0,5.615571113,6.719813538,7.775693363,PV
Gnmt,33.57428601,35.50133557,36.49964674,37.29655717,38.48072505,39.38020793,40.32844431,40.82889289,41.03340305,0,0,34.53781079,37.91428422,40.73024675,PV
Apoc2,3.791309371,4.180800009,4.46803612,4.877461333,5.357089183,5.912474607,6.432819501,6.968853177,7.882026414,0,0,3.98605469,5.153765311,7.094566364,PV
Calr,9.82470715,10.04025906,10.04786999,10.33083707,10.55827624,10.77783353,10.99801742,11.10825682,11.19128361,0,0,9.932483105,10.42870421,11.09918595,PV
Itih3,5.603113205,6.231001618,6.618997339,6.952334897,7.286976783,7.734822862,7.81557258,8.006860938,8.07495141,0,0,5.917057412,7.14828297,7.965794976,PV
Slc38a3,12.34619921,12.97900827,13.34632392,13.72698892,14.09282543,14.28563973,14.46740741,14.82561457,15.07236124,0,0,12.66260374,13.8629445,14.78846107,PV
Amdhd1,1.087328491,1.293880157,1.61729454,1.861455816,2.137287467,2.262814901,2.431224233,2.530194614,2.687586522,0,0,1.190604324,1.969713181,2.549668456,PV
Hsd11b1,6.39865866,7.357597347,7.957020466,8.607507817,9.13233676,9.498262274,9.834555761,10.06853411,10.26942174,0,0,6.878128004,8.798781829,10.05750387,PV
Vtn,23.61457803,24.24258026,24.7985193,25.62322313,26.24540246,26.63829021,27.12966862,27.39259705,27.82467441,0,0,23.92857915,25.82635878,27.44898003,PV
Ccl9,0.320552628,0.401380511,0.519196696,0.552056617,0.614893242,0.656389484,0.674275612,0.671629245,0.697490501,0,0,0.36096657,0.58563401,0.681131786,PV
Etnppl,0.613534332,0.743728193,0.929115176,1.158271045,1.540526753,1.889408092,2.231760707,2.487469692,2.793688443,0,0,0.678631263,1.379330267,2.504306281,PV
Arg1,4.742136616,6.610064637,7.695334243,8.491824353,9.013818069,9.319229641,9.594392121,10.13219777,11.11846974,0,0,5.676100627,8.630051577,10.28168654,PV
Hal,1.683417764,2.318517947,2.783864132,3.565653147,4.540977484,5.412107101,6.119540421,6.910287562,8.022278325,0,0,2.000967856,4.075650466,7.017368769,PV
Igf1,4.942508975,5.382080909,5.561309455,6.475295978,5.948701193,6.127851246,6.218756561,6.254754565,6.494514842,0,0,5.162294942,6.028289468,6.322675323,PV
Sdc1,1.157598063,1.270164027,1.319271332,1.406101634,1.504397739,1.607165391,1.639171986,1.757850045,1.810784047,0,0,1.213881045,1.459234024,1.735935359,PV
Acly,1.105158439,1.242580513,1.461144424,1.514912693,1.698248943,1.810288395,1.965991609,2.112179159,2.270597712,0,0,1.173869476,1.621148614,2.11625616,PV
Sfxn1,0.448694411,0.574148567,0.70562033,0.892604606,1.019919738,1.149109239,1.253136324,1.278389037,1.275541355,0,0,0.511421489,0.941813478,1.269022239,PV
Itih4,10.45015766,11.29752381,11.94952735,12.49647157,13.0208787,13.50207579,13.44781513,13.42543,13.41562338,0,0,10.87384074,12.74223835,13.42962284,PV
Cryl1,0.153300804,0.183040945,0.191135555,0.231968905,0.313343267,0.380965842,0.440898179,0.489136479,0.550191166,0,0,0.168170875,0.279353392,0.493408608,PV
C9,3.552586191,4.590107601,5.189963221,5.633020136,6.051169632,6.032267665,6.098707162,6.100994658,6.23249632,0,0,4.071346896,5.726605164,6.144066047,PV
Rida,5.461067147,5.96150123,6.490328115,7.195638433,8.203957483,9.294801949,9.901650882,10.2790398,10.44731223,0,0,5.711284189,7.796181495,10.2093343,PV
Cyp39a1,0.083994562,0.103993389,0.124218577,0.149018098,0.170886178,0.205481503,0.244831741,0.254464255,0.299695015,0,0,0.093993976,0.162401089,0.266330337,PV
Tff3,0.085311043,0.107007275,0.125647599,0.15657093,0.213830801,0.283191087,0.370625019,0.403060123,0.435431221,0,0,0.096159159,0.194810104,0.403038788,PV
Slc3a1,0.232633152,0.293824454,0.322144889,0.388147198,0.534929566,0.621199512,0.736711813,0.816296914,0.881594223,0,0,0.263228803,0.466605291,0.811534317,PV
C3,31.4670178,32.66589858,34.2010953,35.51277812,36.60414481,37.88773441,39.1162546,40.16076059,41.53526456,0,0,32.06645819,36.05143816,40.27075992,PV
C2,0.905820299,0.916644581,0.946996652,1.011038349,1.046690541,1.149730296,1.223700199,1.273996589,1.375348986,0,0,0.91123244,1.03861396,1.291015258,PV
Gldc,0.554771569,0.683371706,0.787262679,0.904966993,1.064418587,1.421120799,1.288436735,1.349898257,1.451322438,0,0,0.619071638,1.044442265,1.363219143,PV
Fasn,1.646572858,1.814710802,1.917858002,2.094726241,2.319576697,2.470564736,2.665079609,2.790872816,2.930180949,0,0,1.73064183,2.200681419,2.795377791,PV
Got1,2.656561645,2.898004979,3.090089431,3.208212092,3.365045575,3.541791081,3.702805612,3.939517246,4.01722362,0,0,2.777283312,3.301284545,3.886515493,PV
Hsd17b6,0.565365798,0.70630402,0.807353595,1.080381421,1.405835124,1.751119931,2.01044034,2.220173684,2.606368732,0,0,0.635834909,1.261172518,2.278994252,PV
Asl,2.13117248,2.889508631,3.26836057,3.663377864,4.002356464,4.328277372,4.660706736,5.000285736,5.81602034,0,0,2.510340556,3.815593068,5.159004271,PV
Cps1,13.75235372,17.21792239,19.37755079,20.5561274,21.38747333,21.17502372,21.1998741,21.27061533,21.27965002,0,0,15.48513806,20.62404381,21.25004648,PV
Agxt,3.477667446,3.855585943,4.194155781,4.747967036,4.763303533,4.900759339,4.910175017,5.079719113,4.935184513,0,0,3.666626695,4.651546422,4.975026214,PV
Cfh,4.816409374,5.14754743,5.401823526,5.554380245,5.770441874,6.044450332,6.216225574,6.44002512,6.618491124,0,0,4.981978402,5.692773994,6.424913939,PV
Pigr,2.406116392,3.021234328,3.587626685,4.223853338,4.682240188,5.077205311,5.44491004,5.479833139,5.702037736,0,0,2.71367536,4.392731381,5.542260305,PV
Slc25a25,0.605075323,0.631082168,0.629611791,0.724112495,0.766389281,0.849447416,0.890590594,0.934543518,1.001298298,0,0,0.618078746,0.742390246,0.942144137,PV
Hspa5,6.563461556,6.882646883,6.949595055,7.288520843,7.573378261,7.73706249,7.763698492,7.820677979,7.78209985,0,0,6.72305422,7.387139162,7.78882544,PV
Hc,4.172005072,4.503767309,4.852710151,5.037006395,5.345284135,5.455081578,5.603136757,5.702151748,5.795522117,0,0,4.337886191,5.172520565,5.700270207,PV
Pck1,8.957572564,10.93930769,11.95768393,13.28315696,14.45369888,16.13926288,18.01204318,19.37063734,21.71301293,0,0,9.948440127,13.95845066,19.69856448,PV
Tm4sf4,0.671222911,0.695936714,0.747158405,0.780877747,0.883776359,0.934952681,1.002104062,1.116373815,1.229683647,0,0,0.683579813,0.836691298,1.116053841,PV
Fga,28.84776693,31.04021838,32.21680511,33.61355791,33.4944849,33.75298155,33.90431901,34.0075795,33.97608883,0,0,29.94399266,33.26945737,33.96266245,PV
Tdo2,18.78490807,19.29457786,19.59079471,20.08410878,20.81552834,21.67305805,22.22862526,23.14133959,23.78735857,0,0,19.03974297,20.54087247,23.05244114,PV
Bdh2,0.21503375,0.26092,0.334578432,0.38307663,0.458309675,0.529532572,0.576868364,0.622088822,0.668140546,0,0,0.237976875,0.426374327,0.622365911,PV
Cth,3.247338571,3.576656799,3.719568159,3.954742875,4.026262757,4.190816807,4.39594183,4.48956119,4.832502218,0,0,3.411997685,3.97284765,4.572668413,PV
Uox,11.85380616,13.4559713,14.44645899,15.97195397,16.75973811,17.46450351,18.41745835,19.10884462,19.75434446,0,0,12.65488873,16.16066365,19.09354914,PV
Aldob,18.39823851,20.48212329,21.40926378,22.59092882,24.12033873,25.37557549,27.21506711,28.85185663,31.32510251,0,0,19.4401809,23.37402671,29.13067542,PV
Ambp,21.39520476,22.55737165,23.76181736,24.53050085,25.25770354,26.008234,26.73633439,27.22320447,27.62619052,0,0,21.97628821,24.88956394,27.19524313,PV
Ak4,0.259150382,0.307135049,0.353992695,0.428761383,0.485434816,0.542329011,0.563206623,0.582525712,0.607756652,0,0,0.283142716,0.452629476,0.584496329,PV
Mfsd2a,0.241905656,0.284515043,0.303711242,0.346148584,0.410776656,0.493505114,0.609573053,0.697044575,0.856698408,0,0,0.26321035,0.388535399,0.721105345,PV
Errfi1,6.90220719,7.384539056,7.62655789,8.047270785,8.342311285,8.654044573,8.985261124,9.139288657,9.229166783,0,0,7.143373123,8.167546133,9.117905521,PV
Khk,3.62964987,3.821557521,3.955090827,4.128337707,4.270616021,4.43422287,4.451656424,4.58110821,4.698439003,0,0,3.725603696,4.197066856,4.577067879,PV
Alb,541.7803831,598.4566009,648.5397365,715.1375618,781.7564296,824.5328887,858.0546431,875.1621882,891.2147616,0,0,570.118492,742.4916542,874.810531,PV
Sdsl,0.14439755,0.182645357,0.209591128,0.255398993,0.298220872,0.367538375,0.428015914,0.448935842,0.450680217,0,0,0.163521454,0.282687342,0.442543991,PV
Sds,0.624636272,0.823046285,1.011575014,1.260201985,1.761760361,2.316303354,2.765888551,3.12700214,3.531277782,0,0,0.723841279,1.587460179,3.141389491,PV
Aldh1l1,11.06490413,11.49445425,11.42553603,11.7557511,11.895131,12.06901302,12.37981694,12.63461797,12.9097096,0,0,11.27967919,11.78635779,12.6413815,PV
Mug2,5.21804611,6.713024323,7.316957139,8.195523874,8.735814161,9.107224292,9.322845569,9.481056758,9.845053617,0,0,5.965535217,8.338879867,9.549651981,PV
Gas2,0.224676736,0.255369126,0.295286359,0.33950954,0.414617415,0.457532272,0.494767166,0.557728086,0.575259711,0,0,0.240022931,0.376736397,0.542584988,PV
Hpx,27.25824445,30.74258341,33.62877916,36.71111933,40.37104263,44.25917031,48.00270142,51.00372677,55.81873791,0,0,29.00041393,38.74252786,51.6083887,PV
Otc,4.706058773,5.29360023,5.749657542,6.031515486,6.180748146,6.642212835,6.578474735,6.717421692,6.789244657,0,0,4.999829502,6.151033502,6.695047028,PV
Slc7a2,2.880449919,3.241388938,3.510013629,3.678458736,3.817310633,3.800052277,3.85466731,3.903472091,3.913897165,0,0,3.060919429,3.701458819,3.890678855,PV
Hp,17.41991294,19.21744772,20.41745327,21.11358371,22.05813836,22.01243701,22.00309118,22.11733734,22.43035334,0,0,18.31868033,21.40040309,22.18359395,PV
Herpud1,5.888055042,6.199400136,6.398066279,6.616064115,6.75164641,7.101604379,7.161141232,7.317094868,7.245016139,0,0,6.043727589,6.716845296,7.24108408,PV
Apoa5,17.74804736,19.39685172,20.87108367,21.13085032,21.27077354,21.67801454,22.03731061,22.76090896,23.19835209,0,0,18.57244954,21.23768052,22.66552389,PV
Apoa4,0.381486656,0.434516955,0.459719548,0.517622046,0.58540124,0.681205255,0.761977881,0.878539899,0.999377807,0,0,0.408001806,0.560987022,0.879965196,PV
Apoc3,45.5842619,48.56186941,50.81868626,51.58540814,52.164066,53.0856381,53.69484682,54.1997479,55.42526794,0,0,47.07306566,51.91344963,54.43995422,PV
Nnmt,2.485585214,2.584075018,2.648728985,2.704502207,2.801327549,3.037984247,3.222527177,3.383025294,3.554681793,0,0,2.534830116,2.798135747,3.386744755,PV
Trf,114.9294912,120.3601654,123.006345,127.7526005,131.2292806,135.6149684,139.4817367,142.0646076,147.454313,0,0,117.6448283,129.4007986,143.0002191,PV
Atp1a1,2.575713743,2.655434003,2.831417087,2.935933055,3.113335517,3.223217172,3.385373558,3.561297604,3.641490966,0,0,2.615573873,3.025975708,3.529387376,PV
Qsox1,3.536043621,3.615232493,3.645998189,3.75867104,4.069244778,4.147822769,4.275881151,4.413898896,4.553043326,0,0,3.575638057,3.905434194,4.414274458,PV
Fgb,26.7036911,28.93964669,30.46489116,31.23482824,31.77189656,31.89628476,31.77575209,31.66295425,32.12157592,0,0,27.8216689,31.34197518,31.85342742,PV
Fgg,27.31840978,29.37395591,31.22547134,31.69645622,32.09139021,32.41619558,32.64857466,32.74210898,32.80775168,0,0,28.34618285,31.85737834,32.73281177,PV
Cfhr2,8.709376799,9.185676839,9.351242859,9.638833796,9.696117007,9.982505365,10.28004628,10.48324229,10.69213727,0,0,8.947526819,9.667174757,10.48514195,PV
Tkfc,1.62836069,1.749893927,1.858355657,2.056430713,2.11716333,2.255132179,2.475169195,2.566950582,2.73291105,0,0,1.689127309,2.07177047,2.591676942,PV
Uroc1,0.989551307,1.192496134,1.35818042,1.605330715,1.861608134,1.996216925,2.142690786,2.263808416,2.306480797,0,0,1.091023721,1.705334049,2.23766,PV
Hsd17b13,1.499985894,2.232373045,2.782291952,3.653417638,4.904133978,5.819050228,6.763121187,7.657108698,9.034275314,0,0,1.86617947,4.289723449,7.8181684,PV
C8a,3.805383016,4.02446323,4.376294345,4.486506148,4.708523946,4.854245776,5.100169977,5.229201582,5.332377418,0,0,3.914923123,4.606392554,5.220582992,PV
Gc,58.09182397,59.24996416,61.05694097,62.38189599,63.17818478,64.76433344,66.35754035,67.15835903,68.88070077,0,0,58.67089407,62.8453388,67.46553338,PV
Aldh1b1,0.222135708,0.260723881,0.377623172,0.330785742,0.454098165,0.589517919,0.846278789,1.090240237,1.387157705,0,0,0.241429795,0.43800625,1.107892244,PV
Aspg,0.564791285,0.73787647,0.891591613,1.078483328,1.167079998,1.221706232,1.313489926,1.354082009,1.366041034,0,0,0.651333878,1.089715293,1.344537656,PV
Orm1,5.581103302,6.16059924,6.520862165,6.807809803,7.232961503,7.327925216,7.556805794,7.88177137,8.035937675,0,0,5.870851271,6.972389672,7.82483828,PV
Mmd2,0.023411639,0.025602279,0.03057788,0.040051952,0.047788628,0.069095197,0.107769636,0.11194999,0.128436959,0,0,0.024506959,0.046878414,0.116052195,PV
Mup4,0.185250384,0.190291349,0.185087435,0.205944297,0.216764532,0.25569093,0.296247236,0.333596211,0.385101816,0,0,0.187770867,0.215871799,0.338315088,PV
Serpina12,0.741254431,0.915492725,1.128429735,1.338623504,1.62435621,1.869465021,2.121324728,2.299416747,2.459065883,0,0,0.828373578,1.490218618,2.293269119,PV
Gls2,1.133220652,1.469011355,1.846834974,2.363085574,2.855995973,3.245558657,3.505258021,3.712240813,3.979571228,0,0,1.301116004,2.577868795,3.732356687,PV
Slc25a51,0.38245009,0.430364601,0.465836686,0.534356176,0.617717239,0.641924922,0.66565272,0.691097653,0.747317512,0,0,0.406407346,0.564958756,0.701355962,PV
Slc25a47,4.488987476,5.280609437,5.769036486,6.413659932,7.053151133,7.389566355,7.977552159,8.403346961,9.449743022,0,0,4.884798457,6.656353477,8.610214047,PV
Cyp2f2,5.845893715,7.899537464,10.04037139,13.85800251,18.47747596,22.28712728,24.89220617,26.98239375,30.05903588,0,0,6.87271559,16.16574429,27.31121193,PV
St3gal5,1.283358051,1.566917003,1.619912902,1.678191522,1.922415977,1.850951015,2.012275886,1.952768111,2.04152828,0,0,1.425137527,1.767867854,2.002190759,PV
Gsta2,0.377561288,0.412542847,0.447336833,0.477823849,0.533749602,0.575659298,0.656703662,0.715573526,0.806086299,0,0,0.395052068,0.508642396,0.726121162,PV
Serpina3k,139.7273466,142.1629373,143.5420938,142.6931684,144.3227055,147.019719,150.5684875,153.6202974,156.9781377,0,0,140.945142,144.3944217,153.7223075,PV
Cfi,4.548668075,4.827905004,5.005776467,5.254603076,5.420913547,5.549977099,5.692866846,5.816552448,5.804605831,0,0,4.68828654,5.307817547,5.771341708,PV
Cyp2a12,2.649986286,2.91841609,3.165146159,4.028390145,3.82798934,3.937971352,4.054458095,4.093797361,4.233962465,0,0,2.784201188,3.739874249,4.127405974,PV
B2m,30.05158873,30.9310173,31.79852308,32.01162334,32.67794525,33.63586039,34.0763065,34.41062488,34.58437986,0,0,30.49130302,32.53098802,34.35710375,PV
Ugt2b38,0.204297685,0.236197225,0.242555689,0.276273746,0.35898667,0.484886285,0.627025492,0.767152613,0.967989642,0,0,0.220247455,0.340675598,0.787389249,PV
Ces3b,7.066331125,7.42413335,7.695517065,7.868471556,7.996498795,8.152676611,8.279814959,8.60556703,8.829313415,0,0,7.245232238,7.928291007,8.571565135,PV
Gpx1,40.79694674,41.63598247,42.24956693,42.58413153,43.54851102,44.95907576,46.2057774,47.16879685,47.9857648,0,0,41.21646461,43.33532131,47.12011302,PV
Uqcrh,7.037042252,7.368100593,7.650018318,7.953018328,8.232368878,8.517989391,8.64348091,8.749096723,8.751715686,0,0,7.202571423,8.088348729,8.71476444,PV
Aox3,2.082963285,2.335404577,2.584763265,2.931676147,3.296161656,3.685844056,3.802870405,3.871040678,3.838775238,0,0,2.209183931,3.124611281,3.837562107,PV
Selenop,57.26403605,61.63580644,64.93012165,69.12083623,71.27855106,74.05144496,76.70391378,78.8944984,81.03506442,0,0,59.44992125,69.84523848,78.87782553,PV
