Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
Slc46a3,0.520568544,0.588679532,0.508289315,0.513491641,0.554069572,0.544846866,0.55941485,0.555542447,0.584473087,3.96E-23,4.85E-22,0.554624038,0.530174349,0.566476795,PV
Stard5,0.466140808,0.467663343,0.470159427,0.460397051,0.420337534,0.426537518,0.408812185,0.420416583,0.410397652,4.19E-23,5.13E-22,0.466902076,0.444357883,0.413208807,CV
Ndufa10,1.918943868,1.934133308,1.844505252,1.876686969,1.806025605,1.873708841,1.817176939,1.78519325,1.773815339,4.39E-23,5.36E-22,1.926538588,1.850231667,1.792061843,CV
Nudcd2,0.290722167,0.300371234,0.31503963,0.27902791,0.269114684,0.265085774,0.27537642,0.247999581,0.244271444,5.14E-23,6.28E-22,0.295546701,0.282067,0.255882482,CV
Tbcel,0.083681586,0.074570168,0.068682634,0.066544844,0.060678596,0.057778323,0.059496256,0.053540558,0.054746426,7.67E-23,9.32E-22,0.079125877,0.063421099,0.055927747,CV
Bri3bp,0.394000116,0.410876488,0.374734378,0.351460741,0.354019666,0.34704465,0.346606935,0.33868134,0.336359964,8.36E-23,1.02E-21,0.402438302,0.356814859,0.340549413,CV
Derl3,0.038730808,0.042461532,0.05503397,0.049044543,0.054145181,0.066697048,0.071492429,0.063069071,0.075399667,9.92E-23,1.20E-21,0.04059617,0.056230186,0.069987056,PV
Selenoo,0.566105116,0.578416868,0.596574911,0.556663901,0.534383937,0.524919225,0.513632034,0.505264863,0.500841318,1.28E-22,1.55E-21,0.572260992,0.553135494,0.506579405,CV
Nhp2,0.469733779,0.464723642,0.434612305,0.433094525,0.42322023,0.426116523,0.412861751,0.402615363,0.398564657,1.30E-22,1.58E-21,0.467228711,0.429260896,0.40468059,CV
Cops5,0.698172724,0.684810573,0.669587161,0.660592351,0.63883413,0.641246769,0.618186113,0.63325071,0.618897514,1.32E-22,1.59E-21,0.691491649,0.652565103,0.623444779,CV
Cfap20,0.391713203,0.395137161,0.392009815,0.392907447,0.466619279,0.441561897,0.446346567,0.46431004,0.46375408,1.49E-22,1.80E-21,0.393425182,0.42327461,0.458136896,PV
Ak2,1.575650055,1.574258116,1.572140554,1.610879341,1.574155227,1.6570177,1.644793725,1.67918892,1.719577546,1.86E-22,2.24E-21,1.574954086,1.603548206,1.68118673,PV
Ces2g,0.415078619,0.380750936,0.354899043,0.359778848,0.35311593,0.35491627,0.353467295,0.350303871,0.362491394,2.18E-22,2.62E-21,0.397914778,0.355677523,0.355420853,CV
Tmx2,0.965305974,0.90179699,0.891948846,0.862468084,0.841036706,0.860932223,0.979416426,0.870045506,0.856368303,2.69E-22,3.23E-21,0.933551482,0.864096465,0.901943412,CV
Spryd7,0.365472862,0.339625682,0.336108247,0.316874442,0.300375745,0.322399487,0.356507913,0.304811076,0.306889315,3.40E-22,4.08E-21,0.352549272,0.31893948,0.322736101,CV
Cep85,0.255774658,0.267053423,0.251483933,0.230376112,0.248306102,0.24615412,0.231894048,0.22609243,0.199707175,3.56E-22,4.27E-21,0.261414041,0.244080067,0.219231218,CV
Rhbdd3,0.214264603,0.207108644,0.19847576,0.210656704,0.190065652,0.199705153,0.202190741,0.175321722,0.169999582,4.41E-22,5.28E-21,0.210686624,0.199725817,0.182504015,CV
Abcb7,0.455122189,0.429718045,0.438298362,0.434556305,0.414446002,0.417835014,0.409321145,0.40031748,0.399701571,5.11E-22,6.09E-21,0.442420117,0.426283921,0.403113399,CV
Farp2,0.248961468,0.491629881,0.2476742,0.228858209,0.22396671,0.216424289,0.211918408,0.215730665,0.19944787,5.58E-22,6.65E-21,0.370295675,0.229230852,0.209032314,CV
Adh5,3.335966452,3.34559377,3.293214461,3.306481088,3.293411744,3.244990115,3.221443568,3.141760166,3.138216525,5.68E-22,6.77E-21,3.340780111,3.284524352,3.167140086,CV
Nit1,0.672348323,0.662554672,0.662696352,0.642059812,0.636684122,0.627441453,0.61869568,0.633810355,0.607550205,5.75E-22,6.85E-21,0.667451498,0.642220435,0.620018747,CV
Slc25a1,1.354574155,1.356251596,1.305601659,1.287080075,1.292595606,1.268173193,1.247138649,1.240182143,1.246175025,5.80E-22,6.90E-21,1.355412876,1.288362633,1.244498606,CV
Kif1c,0.32515849,0.346759685,0.343315423,0.369207488,0.38420378,0.38164561,0.388962832,0.411555339,0.400178397,5.95E-22,7.08E-21,0.335959088,0.369593075,0.400232189,PV
Faah,1.138377126,1.093792454,1.04298104,1.062621507,1.343251698,1.038670013,1.020284933,1.01621202,1.000022933,6.14E-22,7.29E-21,1.11608479,1.121881065,1.012173295,MZ
Mul1,0.377177394,0.40343891,0.407244623,0.41934588,0.423195883,0.456993071,0.463220075,0.454086843,0.447571842,6.77E-22,8.04E-21,0.390308152,0.426694864,0.454959587,PV
Gnat1,0.103719755,0.101574377,0.118810502,0.125741668,0.133672931,0.130967054,0.137664659,0.139516986,0.135989429,7.16E-22,8.49E-21,0.102647066,0.127298039,0.137723691,PV
Chuk,0.950995368,0.910799446,0.864544936,0.864037418,0.864818691,0.833222355,0.859165702,0.850553443,0.843461649,7.34E-22,8.70E-21,0.930897407,0.85665585,0.851060265,CV
Nudt19,0.40535249,0.454230276,0.430344908,0.449643534,0.492156677,0.463476967,0.459165787,0.51100861,0.508082484,8.27E-22,9.80E-21,0.429791383,0.458905522,0.492752294,PV
Taco1,0.199439213,0.194149605,0.208736159,0.181256353,0.17127816,0.182538728,0.167434188,0.172169076,0.162082463,1.00E-21,1.18E-20,0.196794409,0.18595235,0.167228576,CV
Pmpcb,0.894522336,0.870687759,1.08311926,0.831230535,0.817419447,0.847038427,0.836005754,0.851104101,0.874320634,1.20E-21,1.41E-20,0.882605048,0.894701917,0.853810163,MZ
Gpd1,1.801670157,1.73925176,1.612572176,1.595815651,1.582655664,1.618633958,1.636533584,1.582654147,1.584640528,1.34E-21,1.58E-20,1.770460959,1.602419362,1.601276086,CV
Rdh10,0.315235574,0.300268157,0.285766097,0.277973155,0.272382972,0.275485745,0.264216818,0.264264906,0.26392709,1.38E-21,1.62E-20,0.307751866,0.277901992,0.264136271,CV
Raet1e,0.083872602,0.094578781,0.112083467,0.125054123,0.140473306,0.133659685,0.127533655,0.120019746,0.120995175,1.38E-21,1.62E-20,0.089225692,0.127817645,0.122849525,MZ
Insig1,0.847158585,0.897401638,0.936049458,0.967135959,0.982908785,0.967916642,0.94934817,0.967587355,0.961246381,1.49E-21,1.75E-20,0.872280112,0.963502711,0.959393969,MZ
Lad1,0.057709121,0.04989789,0.045417778,0.044432052,0.035783455,0.040584,0.036284976,0.036874425,0.044256103,1.84E-21,2.15E-20,0.053803506,0.041554321,0.039138501,CV
Tmco1,1.657529281,1.609559223,1.572963496,1.545772716,1.54930971,1.515327072,1.525623486,1.576732628,1.581472299,2.05E-21,2.38E-20,1.633544252,1.545843249,1.561276138,CV
Ergic1,0.575795699,0.560490624,0.555117184,0.582675917,0.596234638,0.618576531,0.611084144,0.641574057,0.633556547,2.32E-21,2.70E-20,0.568143162,0.588151068,0.628738249,PV
Rbm47,0.636817168,0.588458091,0.620441696,0.593357248,0.584288491,0.589793792,0.552973995,0.531326317,0.514707524,2.51E-21,2.92E-20,0.61263763,0.596970307,0.533002612,CV
Cenpv,0.252520155,0.256967863,0.242197794,0.231472696,0.231046478,0.215247355,0.211572399,0.211535879,0.218365472,2.58E-21,3.00E-20,0.254744009,0.229991081,0.213824583,CV
Fgfr3,0.18958958,0.18786446,0.191287498,0.200833316,0.199509758,0.225006636,0.221715267,0.218578973,0.255533483,2.58E-21,3.00E-20,0.18872702,0.204159302,0.231942574,PV
Slc25a22,0.62500798,0.623524107,0.624569949,0.629913006,0.644936312,0.655016783,0.668050933,0.672134834,0.698761112,2.75E-21,3.19E-20,0.624266044,0.638609013,0.67964896,PV
H13,1.8702542,1.930964308,1.913347213,1.87079949,1.896893276,1.862375449,1.905399227,1.990086369,1.993500322,3.19E-21,3.70E-20,1.900609254,1.885853857,1.962995306,PV
Pex13,0.508092689,0.485870734,0.534445793,0.453033836,0.45669509,0.442418577,0.459402647,0.442750193,0.426589946,3.32E-21,3.85E-20,0.496981712,0.471648324,0.442914262,CV
1810009A15Rik,0.281691119,0.28147847,0.269824911,0.271831771,0.270337349,0.245196401,0.241445043,0.239639193,0.227792494,3.90E-21,4.52E-20,0.281584795,0.264297608,0.236292243,CV
Ehhadh,0.33412736,0.331573945,0.329125799,0.317972257,0.311076283,0.300846593,0.312692824,0.297338599,0.279082803,4.55E-21,5.27E-20,0.332850653,0.314755233,0.296371409,CV
Coq3,0.264368236,0.244816163,0.244876911,0.224206793,0.230050858,0.23105995,0.208659076,0.215290343,0.202146761,5.07E-21,5.86E-20,0.2545922,0.232548628,0.208698727,CV
Arfgap2,0.273606338,0.280424554,0.336624927,0.261003778,0.259514794,0.253319848,0.245965427,0.24008517,0.216451066,6.11E-21,7.05E-20,0.277015446,0.277615837,0.234167221,MZ
Wipi1,0.152348483,0.143627666,0.132980785,0.129150736,0.130033891,0.127741263,0.124723649,0.113335384,0.121291851,6.39E-21,7.38E-20,0.147988075,0.129976669,0.119783628,CV
BC031181,0.870462567,0.845992052,0.809907119,0.800501261,0.806068084,0.812017555,0.790590652,0.810996496,0.777517688,7.71E-21,8.88E-20,0.85822731,0.807123505,0.793034945,CV
Antxr2,0.247835585,0.241394934,0.219553871,0.2292271,0.221919591,0.240399812,0.242490979,0.251898301,0.275833768,8.48E-21,9.76E-20,0.24461526,0.227775094,0.256741016,PV
Pcyox1,1.119041604,1.131129305,1.10519533,1.134799109,1.067258493,1.073755922,1.031307035,1.071002418,1.07678717,8.93E-21,1.03E-19,1.125085455,1.095252214,1.059698874,CV
Adcy9,0.511795951,0.477802661,0.462679077,0.461808108,0.46014881,0.442854242,0.426187303,0.432585565,0.415677152,1.07E-20,1.23E-19,0.494799306,0.456872559,0.424816673,CV
Iqgap2,1.119611277,1.10547932,1.144378885,1.13824288,1.124173305,1.064925633,1.050791743,1.043811356,1.013280809,1.44E-20,1.65E-19,1.112545299,1.117930176,1.035961303,MZ
Park7,2.183559676,2.242036615,2.243468897,2.261390765,2.231210354,2.328112266,2.302655393,2.292132579,2.336371781,1.61E-20,1.84E-19,2.212798146,2.266045571,2.310386584,PV
Xylb,0.279308999,0.264345227,0.273751804,0.253203156,0.252183447,0.237819515,0.243940465,0.238206938,0.224726044,1.67E-20,1.90E-19,0.271827113,0.254239481,0.235624482,CV
Hnf1b,0.099779855,0.103297358,0.101560225,0.116250102,0.119708797,0.134501883,0.1316975,0.13433162,0.134640961,2.02E-20,2.31E-19,0.101538607,0.118005252,0.133556694,PV
Dlst,0.78491767,0.766847026,0.804513388,0.783216888,0.768021588,0.841069281,0.817051855,0.822964882,0.921979752,2.20E-20,2.50E-19,0.775882348,0.799205286,0.85399883,PV
Mrpl45,0.255250726,0.235096713,0.219583696,0.22515568,0.229989383,0.213488188,0.210794336,0.202969316,0.205035948,2.31E-20,2.63E-19,0.24517372,0.222054237,0.206266533,CV
Gdap2,0.143775315,0.14037125,0.142356823,0.156415273,0.157056458,0.172539528,0.170638847,0.170665208,0.181720997,2.32E-20,2.64E-19,0.142073283,0.157092021,0.174341684,PV
Samm50,0.7044804,0.754234951,0.779142173,0.762167915,0.771412487,0.820569609,0.808396086,0.830965175,0.843757398,2.35E-20,2.67E-19,0.729357676,0.783323046,0.82770622,PV
Tor2a,0.341983985,0.332193448,0.326662205,0.315760075,0.298747232,0.296468162,0.299852511,0.297893612,0.28743573,2.48E-20,2.81E-19,0.337088717,0.309409419,0.295060618,CV
Plet1,0.016495394,0.01749512,0.019084935,0.024279242,0.022540061,0.02908867,0.030895336,0.027726055,0.035311249,2.72E-20,3.08E-19,0.016995257,0.023748227,0.03131088,PV
Ctsl,8.532129388,8.575259747,8.501593212,8.457600503,8.273558883,8.278820954,8.24712816,8.293606339,8.341126335,3.15E-20,3.56E-19,8.553694568,8.377893388,8.293953611,CV
Nags,0.681059015,0.67294529,0.684628584,0.639067418,0.667785789,0.627421714,0.626664647,0.600027235,0.593558614,3.16E-20,3.57E-19,0.677002153,0.654725876,0.606750165,CV
Pyroxd2,0.116778282,0.117823362,0.110383001,0.117007065,0.121922155,0.141193015,0.137219199,0.145318212,0.161132966,3.27E-20,3.70E-19,0.117300822,0.122626309,0.147890126,PV
Apol9b,0.408881761,0.467861563,0.506722143,0.531084529,0.534653964,0.514462977,0.488750752,0.482447731,0.480254241,5.00E-20,5.62E-19,0.438371662,0.521730903,0.483817575,MZ
Snap47,0.380871269,0.364442306,0.359354459,0.342877436,0.32273241,0.321320911,0.339489321,0.307719502,0.318762091,5.53E-20,6.22E-19,0.372656788,0.336571304,0.321990305,CV
Rnf181,0.555736309,0.55312576,0.538380082,0.546606907,0.501746476,0.496402433,0.50498655,0.490966668,0.48264603,5.69E-20,6.38E-19,0.554431035,0.520783975,0.492866416,CV
Efna1,0.533532121,0.560865156,0.570162817,0.606083529,0.578436346,0.629419076,0.642628431,0.64096658,0.635373779,7.28E-20,8.13E-19,0.547198639,0.596025442,0.639656263,PV
Ddc,0.758449142,0.749921342,0.738885441,0.720221132,0.732397588,0.787972012,0.793434915,0.794923679,0.826659002,7.46E-20,8.33E-19,0.754185242,0.744869043,0.805005865,PV
Dars2,0.104885944,0.09988926,0.097222954,0.087747167,0.076656609,0.085613381,0.08626752,0.080602009,0.082095028,8.89E-20,9.91E-19,0.102387602,0.086810028,0.082988186,CV
Ndufa7,3.71272381,3.695174328,3.794253245,3.624432234,3.606430667,3.551650537,3.571886974,3.522746427,3.441838028,9.03E-20,1.01E-18,3.703949069,3.644191671,3.512157143,CV
Fat1,0.086087718,0.087795421,0.093070297,0.092821698,0.097339466,0.104805038,0.101764821,0.112840814,0.108245616,9.46E-20,1.05E-18,0.08694157,0.097009125,0.107617084,PV
Aprt,0.505678696,0.502252472,0.480162896,0.504187595,0.466095445,0.473825468,0.461386965,0.455077625,0.463120235,1.10E-19,1.23E-18,0.503965584,0.481067851,0.459861608,CV
Sec61a1,1.217467191,1.196785321,1.226019218,1.252746199,1.207483012,1.321746257,1.315501232,1.311418059,1.306763453,1.41E-19,1.57E-18,1.207126256,1.251998672,1.311227581,PV
Lsm10,0.1211785,0.123622264,0.116793147,0.101865398,0.10304953,0.10017515,0.100843252,0.1049582,0.092656537,1.64E-19,1.82E-18,0.122400382,0.105470806,0.099485996,CV
Gapdh,0.328804681,0.35054897,0.338666515,0.364370085,0.358584562,0.374734148,0.387051796,0.389021856,0.409220215,1.67E-19,1.84E-18,0.339676826,0.359088828,0.395097956,PV
Tmem147,1.58666018,1.625665542,1.647403016,1.678749417,1.646518312,1.728235251,1.709559541,1.726862264,1.740621181,2.36E-19,2.60E-18,1.606162861,1.675226499,1.725680995,PV
Kng2,2.712540312,2.766418844,2.740856601,3.27304861,2.79460164,2.821934464,2.8884586,2.877009157,2.900309239,2.49E-19,2.74E-18,2.739479578,2.907610329,2.888592332,MZ
Heatr1,0.114723671,0.119721191,0.127185617,0.132966334,0.136415256,0.141818093,0.139972163,0.151669968,0.157804123,2.75E-19,3.03E-18,0.117222431,0.134596325,0.149815418,PV
Mttp,1.618226367,1.58163086,1.536069178,1.54625516,1.516461878,1.485307152,1.496821422,1.487676787,1.524502165,3.14E-19,3.44E-18,1.599928614,1.521023342,1.503000125,CV
Hint1,3.696590691,3.667828962,3.736970347,3.593104411,3.586253945,3.56750386,3.565844352,3.506861395,3.52742152,3.69E-19,4.04E-18,3.682209827,3.620958141,3.533375756,CV
Pttg1ip,1.760597456,1.75703932,1.705430717,1.704887984,1.705180579,1.635866684,1.642993997,1.634928896,1.685956681,5.83E-19,6.37E-18,1.758818388,1.687841491,1.654626525,CV
Qdpr,5.407506443,5.415794381,5.459023926,5.559833753,5.690887949,5.612442178,5.621905552,5.659587043,5.645946984,6.39E-19,6.97E-18,5.411650412,5.580546952,5.64247986,PV
Tmem184c,0.08963698,0.089986509,0.087500689,0.092336845,0.098492252,0.09874318,0.109707857,0.118472163,0.115670473,6.46E-19,7.05E-18,0.089811745,0.094268242,0.114616831,PV
Leap2,3.627405086,3.736086645,3.893519817,3.954600333,3.97525377,3.992082642,3.876700452,3.838971294,3.69943996,7.23E-19,7.87E-18,3.681745866,3.953864141,3.805037235,MZ
Isoc2a,0.160765455,0.170560769,0.145209539,0.1477632,0.136253593,0.140504217,0.14428082,0.142414261,0.129402468,7.61E-19,8.28E-18,0.165663112,0.142432637,0.138699183,CV
Faf1,0.401898394,0.399183316,0.375168091,0.382966554,0.369811177,0.357918657,0.364296158,0.333970076,0.356606355,8.73E-19,9.49E-18,0.400540855,0.37146612,0.351624196,CV
Crls1,0.499707355,0.480165915,0.481755882,0.473581313,0.455086616,0.444571288,0.432266267,0.438838721,0.441957762,9.10E-19,9.89E-18,0.489936635,0.463748775,0.437687583,CV
Mia2,1.778101579,1.801818212,1.775570134,1.799467383,1.774110275,1.719249339,1.67794003,1.662459136,1.65397311,1.04E-18,1.13E-17,1.789959896,1.767099283,1.664790759,CV
Zpr1,0.342335424,0.359893878,0.372478335,0.38461611,0.390385181,0.39141141,0.411532978,0.408175082,0.4253476,1.06E-18,1.15E-17,0.351114651,0.384722759,0.415018553,PV
Ubap1,0.311264983,0.309046979,0.306854369,0.31620073,0.275469879,0.283697611,0.268358227,0.269151122,0.275408341,1.26E-18,1.37E-17,0.310155981,0.295555647,0.270972563,CV
Cnih1,0.868108957,0.843099297,0.819565805,0.844560349,0.784821423,0.802430775,0.775599998,0.77415999,0.816352855,1.61E-18,1.73E-17,0.855604127,0.812844588,0.788704281,CV
Pccb,1.969068228,1.947230128,1.904219073,1.964775073,2.048429022,2.025505877,2.041797422,2.078953429,2.067445212,2.00E-18,2.15E-17,1.958149178,1.985732261,2.062732021,PV
Nsun2,0.634706968,0.636111357,0.642112224,0.673684748,0.678069043,0.69449869,0.707348041,0.713718695,0.731167232,2.04E-18,2.20E-17,0.635409163,0.672091176,0.717411323,PV
Lipc,1.854511902,1.921771179,1.93825604,1.941552896,1.858619516,1.824653479,1.823814512,1.788371582,1.826043231,2.15E-18,2.31E-17,1.888141541,1.890770483,1.812743108,MZ
Rnh1,0.922863727,0.972568719,0.933198366,0.901199048,0.875947608,0.835473489,0.848174123,0.872397489,0.832062009,2.51E-18,2.69E-17,0.947716223,0.886454628,0.850877874,CV
Eif5,1.227052429,1.217073376,1.175922285,1.161292132,1.146274735,1.146860121,1.111369057,1.118293653,1.133957115,2.98E-18,3.19E-17,1.222062903,1.157587318,1.121206608,CV
Mdh2,2.14194206,2.105457535,2.017535397,2.00056065,2.04040625,2.058835199,2.038082843,2.119435474,2.108925027,3.31E-18,3.53E-17,2.123699798,2.029334374,2.088814448,CV
Dctn2,0.972333282,0.963334959,0.948124413,0.91879441,0.878575448,0.89631771,0.906254748,0.881602357,0.875107078,3.67E-18,3.90E-17,0.967834121,0.910452995,0.887654728,CV
Mal2,0.31726691,0.372817672,0.3705719,0.393292863,0.392421813,0.390585686,0.396183448,0.396723514,0.393496296,4.04E-18,4.30E-17,0.345042291,0.386718066,0.395467753,PV
Prob1,0.024117201,0.028015359,0.028323013,0.031133059,0.030585676,0.036385823,0.038716284,0.041537077,0.03865635,4.40E-18,4.68E-17,0.02606628,0.031606893,0.03963657,PV
Endog,0.634557747,0.663028458,0.700207264,0.722195525,0.732712011,0.728489851,0.735084848,0.734558837,0.723239233,4.73E-18,5.02E-17,0.648793103,0.720901163,0.730960973,PV
Dennd5b,0.36765356,0.351166685,0.358068051,0.348307067,0.332103122,0.329122912,0.318986166,0.326700499,0.305364358,5.17E-18,5.48E-17,0.359410123,0.341900288,0.317017008,CV
Ivd,1.060771457,1.039442333,1.008315441,1.008063698,1.003436019,0.9763866,1.031331119,0.944029594,0.96951116,5.22E-18,5.53E-17,1.050106895,0.99905044,0.981623958,CV
Jkamp,0.303811545,0.309897735,0.28081679,0.288320749,0.279795435,0.266855089,0.26108077,0.260434668,0.271132975,5.26E-18,5.57E-17,0.30685464,0.278947016,0.264216138,CV
Hadha,1.952295436,1.87709305,1.816499472,1.872656032,1.90942705,1.822839778,1.822458011,1.812517652,1.735981106,5.28E-18,5.59E-17,1.914694243,1.855355583,1.790318923,CV
Erc2,0.133214185,0.146697294,0.12878615,0.133280088,0.124811085,0.113891886,0.108897533,0.110966685,0.106743044,5.29E-18,5.59E-17,0.13995574,0.125192302,0.108869087,CV
Ndufaf4,0.274353357,0.31820452,0.317724097,0.316597096,0.31183641,0.337124481,0.331461463,0.366184669,0.350974452,6.77E-18,7.14E-17,0.296278939,0.320820521,0.349540195,PV
Gadd45gip1,1.069702565,1.103054687,1.014679356,1.006499061,0.998937113,1.005144775,1.012901633,0.981866796,0.975108016,6.83E-18,7.20E-17,1.086378626,1.006315076,0.989958815,CV
Rhobtb1,0.286719294,0.31391148,0.315942036,0.342987869,0.365698078,0.351174938,0.34649718,0.360119387,0.339192792,7.09E-18,7.47E-17,0.300315387,0.34395073,0.34860312,PV
Tysnd1,0.41057749,0.389443594,0.368231888,0.362771845,0.353447222,0.373421068,0.348635718,0.350154095,0.349289757,7.18E-18,7.56E-17,0.400010542,0.364468006,0.349359857,CV
Slc25a39,2.264025399,2.270920973,2.313257371,2.369557148,2.538060941,2.405106545,2.40973135,2.40019049,2.436280075,7.38E-18,7.77E-17,2.267473186,2.406495501,2.415400638,PV
Tmem258,0.973292071,1.009356162,1.003603874,1.019712704,1.023205805,1.035996971,1.067255119,1.100013344,1.129178016,7.59E-18,7.98E-17,0.991324117,1.020629839,1.098815493,PV
Gclc,1.615489865,1.606387822,1.612547555,1.533669908,1.517293203,1.586723177,1.561746372,1.539651713,1.565251809,9.24E-18,9.71E-17,1.610938844,1.562558461,1.555549965,CV
Ndufv2,1.062689153,1.130926442,1.082612428,1.139863098,1.212022455,1.166254434,1.188324266,1.186531293,1.21062733,9.23E-18,9.71E-17,1.096807798,1.150188104,1.195160963,PV
Slc25a44,0.170484792,0.193923243,0.188712612,0.20158251,0.203504004,0.210225783,0.222391992,0.219346907,0.213198618,9.48E-18,9.95E-17,0.182204018,0.201006227,0.218312506,PV
Dgcr6,0.78288,0.72924585,0.786984026,0.74593594,0.738694328,0.697181293,0.705012977,0.684940041,0.668326545,1.23E-17,1.29E-16,0.756062925,0.742198897,0.686093188,CV
Mtx2,0.628015918,0.643869923,0.604757672,0.596769031,0.593914218,0.583304599,0.597936321,0.582306316,0.575490226,1.24E-17,1.29E-16,0.635942921,0.59468638,0.585244288,CV
Shroom1,0.18843375,0.208491887,0.213978268,0.236107871,0.224829621,0.238766666,0.244554777,0.237328982,0.241034916,1.26E-17,1.31E-16,0.198462819,0.228420607,0.240972892,PV
Slc17a5,0.29953858,0.294971851,0.281987216,0.268567228,0.263924671,0.279181755,0.271513725,0.262933524,0.261835595,1.44E-17,1.50E-16,0.297255216,0.273415218,0.265427615,CV
Stard13,0.155602804,0.13930267,0.139020562,0.146836568,0.136794405,0.135654127,0.122587952,0.110986981,0.120181451,1.71E-17,1.78E-16,0.147452737,0.139576416,0.117918795,CV
Lman2,1.680117703,1.755964339,1.651472048,1.624392041,1.655622242,1.673828778,1.724990628,1.711760543,1.743535049,1.84E-17,1.92E-16,1.718041021,1.651328777,1.726762073,PV
Tfg,0.614016302,0.570618373,0.558841825,0.568436398,0.527379192,0.536989569,0.53006741,0.541681795,0.510565727,2.13E-17,2.20E-16,0.592317338,0.547911746,0.527438311,CV
Nectin2,0.638348058,0.62709616,0.58894647,0.607471222,0.646059469,0.636305285,0.660690787,0.661986277,0.671994611,2.31E-17,2.39E-16,0.632722109,0.619695612,0.664890558,PV
Dalrd3,0.332063146,0.325203738,0.300505855,0.310934327,0.290121475,0.30464575,0.284139704,0.295510289,0.287989372,2.36E-17,2.44E-16,0.328633442,0.301551852,0.289213122,CV
Tgm1,0.03577075,0.04280157,0.039086687,0.036953817,0.034374615,0.031976192,0.02867725,0.025007763,0.026316921,2.37E-17,2.46E-16,0.03928616,0.035597828,0.026667311,CV
Tmem86b,0.728760463,0.755935293,0.777384825,0.787993617,0.796893418,0.831532274,0.834680095,0.819014604,0.829885409,2.39E-17,2.47E-16,0.742347878,0.798451034,0.827860036,PV
Klhdc7a,0.058145807,0.058965732,0.044295048,0.047218457,0.040136484,0.043520192,0.04219907,0.036776652,0.037963107,2.62E-17,2.71E-16,0.05855577,0.043792545,0.03897961,CV
Tubb2a,0.705409105,0.665905547,0.603353724,0.621513137,0.659121441,0.600203837,0.591796276,0.60642791,0.617833302,2.65E-17,2.73E-16,0.685657326,0.621048035,0.605352496,CV
Dtymk,0.23607987,0.231852471,0.231512036,0.208428304,0.216448924,0.21832217,0.193448586,0.210290227,0.199163501,2.66E-17,2.75E-16,0.233966171,0.218677859,0.200967438,CV
Flad1,0.365440117,0.355803446,0.35160892,0.356180869,0.326133169,0.337012732,0.332069006,0.314539572,0.311917665,2.80E-17,2.89E-16,0.360621782,0.342733923,0.319508748,CV
Cldn1,0.329632372,0.347901774,0.387057168,0.382076409,0.406065452,0.389021086,0.397911357,0.394535694,0.406799771,3.01E-17,3.09E-16,0.338767073,0.391055029,0.399748941,PV
Galk1,0.692942528,0.638900423,0.636659892,0.624368813,0.63507351,0.655262829,0.64662149,0.672204159,0.681322352,4.34E-17,4.43E-16,0.665921476,0.637841261,0.666716,PV
Vwce,0.185867362,0.213923068,0.242953971,0.225495161,0.22022113,0.235818904,0.233352062,0.229664345,0.239188418,4.47E-17,4.56E-16,0.199895215,0.231122292,0.234068275,PV
Gsta4,0.526937802,0.520422057,0.494656915,0.517348468,0.525019245,0.534433072,0.551333232,0.547826227,0.602938221,4.57E-17,4.66E-16,0.52367993,0.517864425,0.567365893,PV
Lias,0.339556957,0.333445063,0.327811476,0.296811591,0.305653968,0.296976543,0.294700316,0.299638846,0.293159624,4.83E-17,4.92E-16,0.33650101,0.306813395,0.295832929,CV
Cobl,0.112811834,0.109970122,0.114942807,0.115066139,0.124992165,0.134554351,0.141590612,0.143095068,0.136987445,4.88E-17,4.97E-16,0.111390978,0.122388866,0.140557708,PV
Dhrs4,1.244825119,1.229730899,1.248923654,1.188605973,1.16978941,1.16953862,1.192332244,1.191366598,1.140933347,5.92E-17,6.01E-16,1.237278009,1.194214414,1.174877396,CV
Asgr2,3.093763585,3.165952373,3.192374219,3.250836658,3.346391577,3.277994797,3.418453368,3.378191965,3.292165224,5.95E-17,6.04E-16,3.129857979,3.266899313,3.362936852,PV
Hao1,1.887249094,1.903681589,1.918198059,1.995752806,1.972759079,1.968675629,2.003880301,2.007961761,1.970736472,6.12E-17,6.21E-16,1.895465342,1.963846393,1.994192845,PV
Slc35f5,0.381755842,0.387032222,0.363007728,0.366045316,0.349098681,0.350005195,0.344074021,0.349954812,0.354389085,6.55E-17,6.64E-16,0.384394032,0.35703923,0.349472639,CV
Nr5a2,0.468650155,0.461832743,0.454619448,0.448590247,0.450046935,0.449590114,0.412204256,0.416319396,0.407735577,7.46E-17,7.56E-16,0.465241449,0.450711686,0.41208641,CV
Eif1a,0.421762763,0.423094961,0.408202532,0.4333228,0.401813867,0.403482749,0.380546172,0.389446221,0.353853586,7.83E-17,7.92E-16,0.422428862,0.411705487,0.374615326,CV
Mrto4,0.362720182,0.344965785,0.347219476,0.331749013,0.318943612,0.322196005,0.317394994,0.3131582,0.300825611,8.38E-17,8.46E-16,0.353842984,0.330027027,0.310459602,CV
Sec61b,1.97408965,1.988301469,2.213327992,2.066990984,2.075440182,2.092005583,2.097293093,2.136455423,2.178868167,9.39E-17,9.46E-16,1.98119556,2.111941185,2.137538894,PV
