"","zone_1","zone_2","zone_3"
"Abhd6",0,0,0.0681111479251725
"Rpp14",0,0,0
"Pxk",0,0,0
"Pdhb",0.0159003493601123,0,0
"Kctd6",0,0,0
"Acox2",0,0,0.0435694209163226
"X4930452B06Rik",0,0,0
"Fhit",0,0,0
"Gm3839",0.0716614315617765,0,0
"Ptprg",0,0,0
"X3830406C13Rik",0,0,0
"Thoc7",0,0,0
"Atxn7",0,0,0
"Psmd6",0,0,0
"Gm48857",0,NA,0
"Il3ra",0,0,0
"Slc4a7",0,0,0
"Oxsm",0,0,0
"Gm47794",0,NA,0
"Ngly1",0,0,0
"Gm48163",0,0,0
"Top2b",0,0,0
"Rarb",0,0,0
"Thrb",0,0,0
"Nr1d2",0,0,0
"Rpl15",0,0,0.0356508190446661
"Nkiras1",0,0,0
"Ube2e1",0,0,0
"Ube2e2",0,0,0.072113102055994
"Nid2",0,0,0
"Rtraf",0,0,0
"Gng2",0,0,0
"Saysd1",0,0,0
"Kcnk5",0,0,0
"Nudt13",0,0,0
"Ecd",0,0,0
"Fam149b",0,0,0
"Gm30054",0,NA,0
"Dnajc9",0,0,0
"Mrps16",0,0,0
"Anxa7",0,0,0.0230161480409618
"Mss51",0,NA,0
"Ppp3cb",0,0,0
"X1810062O18Rik",0,NA,0
"Usp54",0,0,0
"X2810402E24Rik",0,0,0
"Sec24c",0,0,0
"X6230400D17Rik",0,0,0
"Fut11",0,0,0
"Chchd1",0,0,0
"Zswim8",0,0,0
"Ndst2",0,0,0
"Camk2g",0,0,0
"Vcl",0,0,0
"Ap3m1",0,0,0
"Adk",0,0,0
"Kat6b",0,0,0
"Samd8",0,0,0
"Vdac2",0.0227531830864738,0,0
"Comtd1",0,0,0
"A430057M04Rik",0,NA,0
"Zfp503",0,0,0
"Lrmda",0,0,0
"Dlg5",0,0,0
"Polr3a",0,0,0
"Rps24",0,0.0137504373493694,0.0369594936253793
"Zmiz1os1",0,NA,0
"Gm26660",0,NA,0
"Gm17747",0,NA,0
"Zmiz1",0,0,0
"Ppif",0,0,0
"Zcchc24",0,0,0
"Anxa11",0,0,0
"Tmem254a",0,0,0.0108797596264943
"Tmem254c",0,NA,0
"Plac9b",0,NA,0
"Slmap",0,0,0
"Dennd6a",0,0,0
"Arf4os",0,NA,0
"Arf4",0,0,0
"Pde12",0,0,0
"X9930004E17Rik",0,NA,0
"Appl1",0,0,0
"Il17rd",0,NA,0
"Arhgef3",0,0,0
"Fam208a",0,0,0
"Ccdc66",0,0,0
"Erc2",0,0,0
"Wnt5a",0,NA,0
"Gm35164",0,0,0.0638824875664557
"Lrtm1",0,0,0
"Selenok",0,0,0
"Actr8",0,0,0
"Il17rb",0,0,0
"Chdh",0,0,0
"Cacna1d",0,NA,0
"Dcp1a",0,0,0
"Tkt",0,0,0
"Prkcd",0,0,0
"Rft1",0,0,0
"Sfmbt1",0,0,0
"Tmem110",0,0,0
"Mustn1",0,0,0.0159476352382942
"Itih4",0.0873331205657888,0,0
"Itih3",0.116132587837515,0,0
"Itih1",0,0,0
"Nek4",0,0,0
"Spcs1",0,0,0
"Glt8d1",0,0,0
"Gnl3",0,0,0
"Pbrm1",0,0,0
"Smim4",0,0,0.024272031434463
"Nt5dc2",0,0,0
"Stab1",0,0,0.0181442946673028
"Nisch",0,0,0
"Tnnc1",0,0,0
"Phf7",0,0,0
"Bap1",0,0,0
"Dnah1",0,NA,0
"Capn7",0,0,0
"Sh3bp5",0,0,0
"Mettl6",0,0,0
"Eaf1",0,0,0
"Hacl1",0,0,0.02254380956896
"Btd",0,0,0
"Ankrd28",0,0,0
"D830044D21Rik",0,0,0
"Galnt15",0,0,0
"Dph3",0,0,0
"Oxnad1",0,0,0
"Ncoa4",0,0,0
"Timm23",0,0,0
"Parg",0,0,0
"Ercc6",0,0,0
"X1810011H11Rik",0,0,0
"Vstm4",0,0,0
"Wdfy4",0,0,0
"Lrrc18",0,NA,0
"Arhgap22",0,NA,0
"Mapk8",0,0,0
"Gdf10",0,0,0
"Gdf2",0,0,0.0107129857796933
"Syt15",0,NA,0
"Gm49201",0,0,0
"Fam35a",0,0,0
"Glud1",0,0,0.173440033525034
"Fam25c",0,0,0.244851094192118
"Sncg",0,NA,0
"Mmrn2",0,0,0
"Bmpr1a",0,0,0
"Gm49024",0,NA,0
"Wapl",0,0,0
"A930038B10Rik",0,0,0
"Gm49032",0,NA,0
"Ccser2",0,0,0
"Lrit1",0,0,0
"Lrit2",0,0,0
"Ghitm",0,0,0
"Tspan14",0,0,0
"Fam213a",0.0186613698251021,0,0
"Mat1a",0,0,0.0163894621660196
"Sftpa1",0,NA,0
"Mbl1",0,0,0.100065086541195
"Sftpd",0,0,0
"Gm7324",0,NA,0
"Gm8113",0,NA,0
"Ear2",0,0,0
"AC160336.1",0,0,0
"Ptger2",0,NA,0
"Txndc16",0,0,0
"Gpr137c",0,0,0
"Ero1l",0,0,0
"Psmc6",0,0,0
"Styx",0,0,0
"Gnpnat1",0,0,0
"Fermt2",0,0,0.0286802714525579
"Gm41144",0,0,0
"Gm49123",0,NA,0
"Gm15601",0,NA,0
"Ddhd1",0,0,0
"A530076I17Rik",0,NA,0
"Bmp4",0,0,0
"Gm15222",0,NA,0
"Cdkn3",0,0,0
"Cnih1",0,0,0
"Gm48933",0,0,0
"Gmfb",0,0,0
"Cgrrf1",0,0,0.0135195472530787
"Gm34934",0,0,0
"Samd4",0,NA,0
"Gch1",0,0,0.0173662569318601
"Wdhd1",0,0,0
"Socs4",0,0,0
"Mapk1ip1l",0,0,0
"Lgals3",0,0,0
"Dlgap5",0,NA,0
"Fbxo34",0,0,0
"Atg14",0,0,0
"Ktn1",0,0,0
"Peli2",0,0,0
"Tmem260",0,0,0
"Exoc5",0,0,0
"Ap5m1",0,0,0
"Naa30",0,0,0
"X1700011H14Rik",0,0,0
"Tlr11",0,NA,0
"Ttc5",0,0,0
"Ccnb1ip1",0,0,0
"Parp2",0,0,0
"Tep1",0,0,0
"Gm26782",0,0,0
"Osgep",0,0,0
"Apex1",0,0,0
"Tmem55b",0,0,0
"Pnp",0,0,0.0764058371861989
"Pnp2",0,0,0
"Rnase10",0,NA,0
"Rnase4",0,0.0150966972585847,0.718925339039549
"Ang",0,0.0209501288467353,0.595470774830281
"Rnase6",0,0,0
"Mettl17",0,0,0
"Slc39a2",0,0,0
"Ndrg2",0,0,0
"Rnase13",0,NA,0
"Arhgef40",0,0,0
"Zfp219",0,0,0
"Gm49086",0,NA,0
"Gm49256",0,NA,0
"Hnrnpc",0,0,0
"Rpgrip1",0,0,0
"Supt16",0,0,0
"Gm26590",0,NA,0
"Chd8",0,0,0
"Rab2b",0,0,0
"Tox4",0,0,0
"Mettl3",0,0,0
"Sall2",0,0,0
"Trdc",0,NA,0
"Trac",0,0,0
"Dad1",0,0,0
"Abhd4",0,0,0
"Oxa1l",0,0,0
"Slc7a7",0,0,0
"Mrpl52",0,0,0
"Mmp14",0,NA,0
"Gm10366",0,NA,0
"Lrp10",0,0,0
"Rem2",0,NA,0
"Prmt5",0,0,0
"Haus4",0,0,0
"Ajuba",0,0,0
"X4931414P19Rik",0,0,0
"Psmb5",0,0,0.0292414897001485
"Cdh24",0,NA,0
"Acin1",0,0,0
"X1700123O20Rik",0,0,0
"Cebpe",0,0,0
"Slc7a8",0,0,0
"Homez",0,0,0
"Ppp1r3e",0,0,0
"Bcl2l2",0,0,0
"Pabpn1",0,0,0
"Slc22a17",0,0,0
"Efs",0,NA,0
"Ngdn",0,0,0
"Zfhx2",0,0,0
"Ap1g2",0,0,0
"Dhrs4",0,0,0.0146755156480217
"Carmil3",0,NA,0
"Pck2",0,0,0
"Dcaf11",0,0,0.0350481386195364
"Fitm1",0,0,0.337075941146203
"Psme1",0,0,0
"Emc9",0,0,0
"Psme2",0,0,0
"Rnf31",0,0,0
"Irf9",0,0,0
"Rec8",0,0,0.0120810939486864
"Ipo4",0,0,0
"Tm9sf1",0,0,0
"AC174678.1",0,NA,0
"Tssk4",0,NA,0
"Mdp1",0,0,0
"Nedd8",0,0,0
"Gmpr2",0,0,0
"Tinf2",0,0,0
"Tgm1",0,0,0
"Rabggta",0,0,0
"Dhrs1",0,0,0.0716577311491172
"Nop9",0,0,0
"Cideb",0,0,0.0206128505373408
"Ltb4r2",0,0,0
"Ltb4r1",0,NA,0
"Adcy4",0,0,0
"Ripk3",0,0,0
"Nfatc4",0,NA,0
"Nynrin",0,0,0
"Cbln3",0,NA,0
"Khnyn",0,0,0
"Sdr39u1",0,0,0
"Gzmb",0,0,0
"Rnf17",0,NA,0
"Cenpj",0,0,0
"Parp4",0,0,0
"Gm16573",0.0184800285012944,0,0
"Mphosph8",0,0,0
"Gm16973",0,0,0
"Pspc1",0,0,0
"Zmym5",0,0,0
"Zmym2",0,0,0
"Gjb2",0.0230800534834822,0,0
"Cryl1",0.146670235560463,0,0
"Ift88",0,0,0
"Eef1akmt1",0,0,0
"Xpo4",0,0,0
"Lats2",0,0,0
"Sap18",0,0,0
"Ska3",0,NA,0
"Mrpl57",0,0,0
"Zdhhc20",0,0,0
"Micu2",0,0,0
"Rcbtb1",0,0,0
"Phf11a",0,0,0
"Phf11b",0,0,0
"Phf11d",0,0,0
"Phf11c",0,0,0
"Setdb2",0,0,0
"Cab39l",0,0,0
"Cdadc1",0,0,0
"Shisa2",0,NA,0
"Atp8a2",0,NA,0
"Gm49336",0,0,0
"Mtmr6",0,0,0
"Amer2",0,NA,0
"Spata13",0,0,0
"C1qtnf9",0,NA,0
"Mipep",0,0,0.010523893425351
"Tnfrsf19",0,0,0.0252130544687923
"Sacs",0,NA,0
"Arl11",0,NA,0
"Ebpl",0,0.0127333080159458,0
"Kpna3",0,0,0
"Spryd7",0,0,0
"Trim13",0,NA,0
"Kcnrg",0,NA,0
"Rnaseh2b",0,0,0
"Gm4131",0,NA,0
"Fam124a",0,0,0
"Ints6",0,0,0
"Gm26536",0,0,0
"Wdfy2",0,0,0
"Ctsb",0.0271357035574456,0,0
"Fdft1",0,0.0190633183234798,0
"Neil2",0,0,0
"Gata4",0,0,0
"Blk",0,0,0
"Fam167a",0,NA,0
"Mtmr9",0,0,0
"Xkr6",0,0,0
"Pinx1",0,0,0
"Sox7",0,NA,0
"Gm17116",0,NA,0
"Msra",0,0,0
"Kif13b",0,0,0
"Hmbox1",0,0,0
"Ints9",0,0,0
"Extl3",0,0,0
"Fzd3",0,NA,0
"Zfp395",0,0,0
"Elp3",0,0,0
"Nuggc",0,NA,0
"Scara5",0,0,0
"Pbk",0,0,0
"Esco2",0,NA,0
"Ccdc25",0,0,0
"Scara3",0,0,0
"Clu",0.0149679725347383,0,0
"Gulo",0,0,0.616874303417915
"Adam2",0,NA,0
"Ephx2",0,0,0.078403274584967
"Chrna2",0,0,0
"Ptk2b",0,0,0
"Trim35",0,0,0
"Adra1a",0,NA,0
"Dpysl2",0,0,0
"Bnip3l",0,0,0
"Ppp2r2a",0,0,0
"Cdca2",0,0,0
"Kctd9",0,0,0
"Gnrh1",0,0,0
"Dock5",0,0,0
"Adamdec1",0,0,0
"X1700092C10Rik",0,NA,0
"Slc25a37",0,0,0
"Gm16867",0,NA,0
"Loxl2",0,0,0
"R3hcc1",0,0,0
"Chmp7",0,0,0
"X4930480K23Rik",0,NA,0
"Tnfrsf10b",0,0,0
"Rhobtb2",0,0,0
"Bin3",0,0,0
"Ccar2",0,0,0
"X9930012K11Rik",0,NA,0
"Pdlim2",0,0,0
"Sorbs3",0,0,0
"AC151836.1",0,NA,0
"Ppp3cc",0,0,0
"Slc39a14",0,0,0
"Polr3d",0,0,0
"Bmp1",0,0,0
"Lgi3",0,NA,0
"Reep4",0,0,0
"Hr",0,NA,0
"Nudt18",0,0,0
"Fam160b2",0,0,0
"Dmtn",0,NA,0
"Npm2",0,NA,0
"Xpo7",0,0,0
"Dok2",0,0,0
"Gfra2",0,0,0
"Fndc3a",0,0,0
"Cysltr2",0,NA,0
"Rcbtb2",0,0,0
"Rb1",0,0,0
"Lpar6",0,0,0
"Itm2b",0,0,0.240383287692304
"Med4",0,0,0
"Nudt15",0,0,0
"Sucla2",0,0,0
"Esd",0,0,0
"Lrch1",0,0,0
"Rubcnl",0,NA,0
"Lcp1",0,0,0
"Cpb2",0.0115125147997914,0,0
"Zc3h13",0,0,0
"Cog3",0,0,0
"Slc25a30",0,0,0
"Gm4285",0,0,0
"Tpt1",0,0,0
"Gtf2f2",0,0,0
"Gpalpp1",0,0,0
"Nufip1",0,0,0
"Tsc22d1",0,0,0.428997246647686
"Serp2",0,NA,0
"Lacc1",0,0,0
"Ccdc122",0,0,0
"Dnajc15",0,0,0
"Epsti1",0,0,0
"Akap11",0,0,0
"Dgkh",0,0,0
"Vwa8",0,0,0.0445196487692528
"Rgcc",0,NA,0
"Naa16",0,0,0
"Mtrf1",0,0,0
"Kbtbd7",0,0,0
"Wbp4",0,0,0
"Elf1",0,0,0
"Sugt1",0,0,0
"Cnmd",0,0,0
"Pcdh17",0,NA,0
"Diaph3",0,NA,0
"Tdrd3",0,0,0
"Dach1",0,NA,0
"Rpl36a.ps1",0,0,0
"Mzt1",0,0,0
"Bora",0,NA,0
"Dis3",0,0,0
"Pibf1",0,0,0
"Klf12",0,0,0
"Gm41231",0,0,0
"Tbc1d4",0,0,0
"Commd6",0,0,0
"Uchl3",0,0,0
"Lmo7",0,0,0
"Kctd12",0,0,0
"Acod1",0,NA,0
"Cln5",0,0,0
"Fbxl3",0,0,0
"Mycbp2",0,0,0
"AC114585.1",0,NA,0
"Slain1",0,NA,0
"Ednrb",0,0,0
"Rnf219",0,NA,0
"Rbm26",0,0,0
"Ndfip2",0,0,0
"Gm10076",0,0,0
"Spry2",0,NA,0
"Tpm3.rs7",0,0,0
"Mir17hg",0,NA,0
"Gpc6",0,NA,0
"Dct",0,0,0
"Tgds",0,0,0
"Gpr180",0,0,0
"Abcc4",0,0,0
"Dzip1",0,NA,0
"Dnajc3",0.0106381024772375,0,0
"Uggt2",0,0,0
"Mbnl2",0,0,0
"Rap2a",0,0,0.0183961065546835
"Ipo5",0,0,0
"Farp1",0,0,0
"Stk24",0,0,0
"Dock9",0,0,0
"X1810041H14Rik",0,0,0
"Ubac2",0,0,0.0105966138601304
"Gpr18",0,NA,0
"Gpr183",0,NA,0
"A330035P11Rik",0,NA,0
"Tm9sf2",0,0,0
"Clybl",0,0,0
"Pcca",0,0,0
"Ggact",0,0,0
"Tmtc4",0,0,0
"Alkbh8",0,0,0
"Cwf19l2",0,0,0
"Aasdhppt",0,0,0.026154698415682
"Kbtbd3",0,0,0
"Msantd4",0,0,0
"Casp1",0,0,0
"Casp4",0,0,0
"Casp12",0,NA,0
"Pdgfd",0,0,0
"Dync2h1",0,0,0
"Dcun1d5",0,0,0
"Mmp13",0,NA,0
"Mmp12",0,NA,0
"Mmp27",0,0,0
"Tmem123",0,0,0
"Birc2",0,0,0
"Birc3",0,0,0
"Yap1",0,0,0
"X9230110C19Rik",0,NA,0
"Cep126",0,NA,0
"Arhgap42",0,0,0
"Jrkl",0,0,0
"Ccdc82",0,0,0
"Maml2",0,NA,0
"Mtmr2",0,0,0
"Cep57",0,0,0
"Fam76b",0,0,0
"Sesn3",0,0,0
"Endod1",0,0,0.0354219383009176
"Cwc15",0,0,0.0111295753731794
"Amotl1",0,0,0
"Piwil4",0,NA,0
"Fut4",0,NA,0
"Ankrd49",0,0,0
"Mre11a",0,0,0
"Panx1",0,NA,0
"Vstm5",0,NA,0
"Med17",0,0,0
"X4931406C07Rik",0,0,0.0319694955591689
"Taf1d",0,0,0
"Cep295",0,0,0
"Smco4",0,0,0
"Deup1",0,NA,0
"Slc36a4",0,0,0
"Chordc1",0,0,0
"Naalad2",0,0,0
"Zfp558",0,NA,0
"Zfp317",0,0,0
"Olfr77",0,0,0
"Zfp560",0,0,0
"Zfp26",0,0,0
"Gm26733",0,NA,0
"Zfp426",0,0,0
"Zfp266",0,0,0
"Zfp846",0,0,0
"Fbxl12os",0,NA,0
"Fbxl12",0,0,0
"Ubl5",0,0,0
"Pin1",0,0,0
"Olfm2",0,NA,0
"Col5a3",0.0245117160647454,0,0
"A230050P20Rik",0.0306007694782988,0,0
"Angptl6",0,0,0
"Ppan",0,0,0
"Eif3g",0,0,0
"Dnmt1",0,0,0
"S1pr2",0,0,0
"Mrpl4",0,0,0
"Icam1",0,0,0
"Gm47079",0,NA,0
"Icam4",0,0,0
"Gm49373",0,NA,0
"Fdx1l",0,NA,0
"X1700084C06Rik",0,NA,0
"Tyk2",0,0,0
"Cdc37",0,0,0
"Pde4a",0,0,0
"Gm16754",0,NA,0
"Keap1",0,0,0
"S1pr5",0,0,0
"Atg4d",0,0,0
"Kri1",0,0,0
"Cdkn2d",0,0,0
"Ap1m2",0,NA,0
"Slc44a2",0,0,0
"Ilf3",0,0,0
"Qtrt1",0,0,0
"Dnm2",0,0,0
"Tmed1",0,0,0
"AB124611",0,0,0
"Carm1",0,0,0
"Yipf2",0,0,0
"Timm29",0,0,0
"Smarca4",0,0,0
"Ldlr",0,0,0
"Spc24",0,0,0.0108995312334937
"Kank2",0,0,0
"Dock6",0,0,0
"Angptl8",0.0162200306098269,0,0
"Rab3d",0,0,0
"Tmem205",0,0,0.0976882605874231
"Ccdc159",0,0,0
"Plppr2",0,0,0
"Swsap1",0,0,0
"Epor",0,0,0
"Rgl3",0,0,0
"Ccdc151",0.0170635750602075,0,0
"Prkcsh",0,0,0
"Zfp653",0,0,0
"Gm16845",0,0,0
"Ecsit",0,0,0
"Cnn1",0,0,0
"Elof1",0,0,0
"Acp5",0,0,0
"Pigyl",0,0,0
"Zfp872",0,NA,0
"X1810064F22Rik",0,NA,0
"Zfp809",0,0,0
"Zfp810",0,0,0
"Anln",0,NA,0
"Rp9",0,0,0
"X9530077C05Rik",0,NA,0
"Bbs9",0,0,0
"Bmper",0,NA,0
"Dpy19l1",0,0,0
"Tbx20",0,NA,0
"Herpud2",0,0,0
"Sept7",0,0,0
"Eepd1",0,0,0
"Acad8",0,0,0
"Thyn1",0,0,0
"Vps26b",0,0,0
"Ncapd3",0,0,0
"Jam3",0,0,0
"Ntm",0,0,0
"Snx19",0,0,0
"Adamts15",0,NA,0
"Gm29724",0,NA,0
"Zbtb44",0,0,0
"St14",0,NA,0
"Aplp2",0,0,0.0132424423279883
"CT025678.1",0,NA,0
"Prdm10",0,0,0
"Nfrkb",0,0,0
"Gm47465",0,0,0
"Arhgap32",0,NA,0
"Fli1",0,0,0
"Ets1",0,0,0
"Kirrel3",0,NA,0
"St3gal4",0,0,0
"Dcps",0,0,0
"Tirap",0,0,0
"Srpr",0,0,0
"Foxred1",0,0,0
"Fam118b",0,0,0
"Rpusd4",0,0,0
"Cdon",0,NA,0
"Ddx25",0,NA,0
"Pus3",0,0,0
"Pate2",0,NA,0
"Chek1",0,NA,0
"Stt3a",0,0,0
"Ei24",0,0,0
"Pknox2",0,NA,0
"Tmem218",0,0,0
"Slc37a2",0,0,0
"Ccdc15",0,NA,0
"Robo4",0,0,0
"Robo3",0,NA,0
"Msantd2",0,0,0
"Esam",0,0,0
"Vsig2",0,NA,0
"Nrgn",0,NA,0
"Siae",0,0,0
"Spa17",0,0,0
"Tbrg1",0,0,0
"Olfr889",0,NA,0
"Vwa5a",0,0,0
"Zfp202",0,0,0
"Gramd1b",0,NA,0
"Clmp",0,NA,0
"Hspa8",0,0,0.0165350500640825
"Ubash3b",0,0,0
"X1700063D05Rik",0,NA,0
"CT025619.1",0,0,0
"Sorl1",0,NA,0
"Sc5d",0.0704363120991732,0.0127295852325531,0
"Gm36435",0,0,0
"Tbcel",0,0,0
"Arhgef12",0,0,0
"Tmem136",0,0,0
"Oaf",0,0,0
"D630033O11Rik",0,0,0
"Nectin1",0,0,0
"Thy1",0,0,0
"Usp2",0,0,0
"Rnf26",0,0,0
"Gm26737",0,0,0
"Gm10687",0,NA,0
"Mcam",0,0,0
"Cbl",0,0,0
"Nlrx1",0,0,0
"Gm48604",0,NA,0
"Hinfp",0,0,0
"C2cd2l",0,0,0
"Dpagt1",0,0,0
"H2afx",0,0,0
"Hmbs",0,0,0
"Vps11",0,0,0
"Hyou1",0,0,0
"Slc37a4",0.0758047843829854,0,0
"Trappc4",0,0,0
"Rps25",0,0,0
"Ccdc84",0,0,0
"C030014I23Rik",0,NA,0
"Gm47204",0,NA,0
"Bcl9l",0,0,0.0146498518602137
"Cxcr5",0,NA,0
"Ddx6",0,0,0
"BC049987",0,0,0
"Treh",0,0,0
"Phldb1",0,0,0
"Arcn1",0,0,0
"Ift46",0,0,0
"Tmem25",0,0,0
"Gm48702",0,0,0
"Ttc36",0,0,0
"Kmt2a",0,0,0
"AC061963.1",0,NA,0
"Atp5l",0,0,0
"Gm30934",0,NA,0
"Ube4a",0,0,0
"Cd3g",0,0,0
"Cd3d",0,0,0
"Cd3e",0,NA,0
"Mpzl2",0,0,0
"Mpzl3",0,0,0
"Jaml",0,0,0
"Tmprss4",0,0,0
"BC049352",0,NA,0
"Il10ra",0,0,0
"Fxyd6",0,0,0
"Fxyd2",0,NA,0
"Cep164",0,0,0
"Bace1",0,0,0
"Gm16536",0,0,0
"Rnf214",0,0,0
"Pcsk7",0,0,0
"Tagln",0,0,0
"Gm48529",0,0,0
"Sidt2",0,0,0
"A830035O19Rik",0,NA,0
"Pafah1b2",0,0,0
"Sik3",0,0,0
"Apoa1",0.0115606117889153,0.0782485211036751,0
"Apoc3",0.535791353339767,0,0
"Apoa4",0.259110783226273,0,0
"Gm10680",0,NA,0
"Apoa5",0.167847208299778,0,0
"Gm47544",0,0,0
"Zpr1",0,0,0
"Bud13",0,0,0
"Cadm1",0,0,0
"Nxpe4",0,NA,0
"Nxpe2",0,0,0.173727653336581
"Rexo2",0,0,0
"Rbm7",0,0,0
"Gm5617",0,0,0
"Nnmt",0.141320128112963,0,0
"Zbtb16",0,NA,0
"Usp28",0,0,0
"Zw10",0,0,0
"Ttc12",0,NA,0
"Ncam1",0,NA,0
"Rpl10.ps3",0,0,0
"Plet1os",0,0,0
"Plet1",0,0,0
"Pts",0,0,0
"Bco2",0,0,0
"Il18",0,0,0
"Tex12",0,0,0
"Sdhd",0.0444732896629544,0,0
"Timm8b",0,0,0
"AU019823",0,0,0
"Pih1d2",0,NA,0
"Dlat",0,0,0.0449785968637613
"Dixdc1",0,0,0
"X2310030G06Rik",0,0,0
"Hspb2",0,0,0
"Cryab",0,0,0
"X1110032A03Rik",0,0,0
"Fdxacb1",0,0,0
"Alg9",0,0,0
"Ppp2r1b",0,0,0
"Sik2",0,0,0
"Layn",0,NA,0
"Pou2af1",0,NA,0
"Colca2",0,NA,0
"X2010007H06Rik",0,NA,0
"X1810046K07Rik",0,0,0
"Fdx1",0,0,0.0707474730136495
"Rdx",0,0,0
"Zc3h12c",0,NA,0
"Ddx10",0,0,0
"Exph5",0,0,0
"Kdelc2",0,0,0
"X4930550C14Rik",0,NA,0
"Atm",0,NA,0
"Npat",0,0,0
"Acat1",0,0,0.161051421054542
"Cul5",0,0,0
"Gm16124",0,0,0
"Rab39",0,NA,0
"Slc35f2",0,NA,0
"Tnfaip8l3",0,NA,0
"Dmxl2",0,0,0
"Cib2",0,0,0.158274738102598
"Idh3a",0,0,0.0168401869834469
"Acsbg1",0,NA,0
"Dnaja4",0,0,0
"Wdr61",0,0,0
"Ireb2",0,0,0
"Hykk",0,0,0
"Psma4",0,0,0.03256044134672
"Ube2q2",0,0,0
"Fbxo22",0,0,0
"Nrg4",0.0221273708096373,0,0
"Tmem266",0,NA,0
"Etfa",0,0,0.0456804424742252
"Scaper",0,0,0
"Rcn2",0,0,0
"Pstpip1",0,0,0
"Tspan3",0,0,0
"Peak1",0,0,0
"Hmg20a",0,0,0
"Snx33",0,0,0
"Imp3",0,0,0
"Snupn",0,0,0
"Ptpn9",0,0,0
"Gm10658",0,0,0
"Sin3a",0,0,0
"X2700012I20Rik",0,NA,0
"Man2c1os",0,0,0
"Man2c1",0,0,0
"Neil1",0,0,0
"Commd4",0,0,0
"X1700017B05Rik",0,0,0
"Ppcdc",0,0,0
"Scamp5",0,0,0
"Cox5a",0.0365482364552729,0,0
"Fam219b",0,0,0
"Mpi",0,0,0
"Scamp2",0,0,0
"Ulk3",0,0,0
"Csk",0,0,0
"Cyp1a2",0,0,0.693403609008125
"Cyp1a1",0,0,0
"Edc3",0,0,0
"Clk3",0,0,0
"Arid3b",0,0,0
"Ubl7",0,0,0
"Islr",0,0,0
"Pml",0,0,0
"Stoml1",0,0,0
"Loxl1",0,0,0
"Cd276",0,0,0
"Nptn",0,0,0
"Rec114",0,0,0
"Neo1",0,0,0
"Adpgk",0,0,0
"Bbs4",0,0,0
"Arih1",0,0,0
"Tmem202",0,NA,0
"Hexa",0,0,0
"Parp6",0,0,0
"Pkm",0,0,0
"Senp8",0,0,0
"Myo9a",0,0,0
"Thsd4",0,NA,0
"Lrrc49",0,NA,0
"Uaca",0,0,0
"Tle3",0,0,0.0108550990467522
"Rplp1",0,0,0.161217254359047
"Kif23",0,0,0
"Paqr5",0,NA,0
"Glce",0,0,0
"Anp32a",0,0,0
"Coro2b",0,0,0
"Itga11",0,NA,0
"Fem1b",0,0,0
"Cln6",0,0,0
"Calml4",0,0,0
"Pias1",0,0,0
"Map2k5",0,0,0
"X2300009A05Rik",0,0,0
"Aagab",0,0,0
"Smad3",0,0,0
"Smad6",0,0,0
"Zwilch",0,NA,0
"Rpl4",0,0,0
"Snapc5",0,0,0
"Map2k1",0,0,0
"Uchl4",0,NA,0
"Tipin",0,0,0
"Dis3l",0,0,0
"Rab11a",0,0,0
"Dennd4a",0,0,0
"Ints14",0,0,0
"Hacd3",0,0,0.0571357958801341
"Dpp8",0,0,0
"Parp16",0,0,0
"Cilp",0,0,0
"Clpx",0,0,0.0117232711725723
"Pdcd7",0,0,0
"Kbtbd13",0,NA,0
"Slc51b",0.0297405290923745,0,0
"Mtfmt",0,0,0
"Gm47270",0,NA,0
"Spg21",0,0,0
"Plekho2",0,0,0
"Rbpms2",0,0,0
"Oaz2",0,0,0
"Zfp609",0,0,0
"Trip4",0,0,0
"Pclaf",0,0,0
"Csnk1g1",0,0,0
"Ppib",0,0,0
"Snx22",0,0,0
"Snx1",0,0,0
"Fam96a",0,0,0
"Dapk2",0,0,0
"Herc1",0,0,0
"Fbxl22",0,0,0
"Usp3",0,0,0
"Aph1b",0,0,0
"BC050972",0,NA,0
"Aph1c",0,0,0
"Rab8b",0,0,0
"Rps27l",0,0,0.0450450738748817
"Lactb",0,0,0.0154024576113821
"Tpm1",0,0,0
"Tln2",0,0,0
"Vps13c",0,0,0
"Rora",0,0,0
"Ice2",0,0,0
"Anxa2",0,0,0
"Bnip2",0,0,0
"Gtf2a2",0,0,0
"Fam81a",0,0,0
"Myo1e",0,0,0
"Ccnb2",0,0,0
"Rnf111",0,0,0
"Sltm",0,0,0
"Mindy2",0,0,0
"Gm10642",0,NA,0
"Adam10",0,0,0
"Lipc",0,0,0
"Aqp9",0,0,0.355682598620206
"Gm32511",0,0,0
"Polr2m",0,0,0
"Myzap",0,0,0
"Cgnl1",0,0,0
"Tcf12",0,0,0
"Zfp280d",0,0,0
"Mns1",0,0,0
"Tex9",0,NA,0
"X4930509E16Rik",0,NA,0
"Rfx7",0,0,0
"Nedd4",0,0,0
"Pygo1",0,NA,0
"Dyx1c1",0,NA,0
"Ccpg1os",0,0,0
"Ccpg1",0,0,0
"Pigb",0,0,0
"Rab27a",0,NA,0
"Rsl24d1",0,0,0
"Gm20649",0,NA,0
"Onecut1",0,NA,0
"Fam214a",0,0,0
"Arpp19",0,0,0.0471129045858432
"Myo5a",0,0,0
"Gnb5",0,NA,0
"Gm19531",0,NA,0
"Mapk6",0,0,0
"Leo1",0,0,0
