"","zone_1","zone_2","zone_3"
"E2f7",0,NA,0
"Csrp2",0,0,0.080685749181052
"Zdhhc17",0,0,0
"Osbpl8",0,0,0
"Bbs10",0,0,0
"Nap1l1",0,0,0
"Phlda1",0,0,0
"Gm28592",0,NA,0
"X4933440J02Rik",0,NA,0
"Gm30262",0,0,0
"Krr1",0,0,0
"Glipr1",0,0,0
"Atxn7l3b",0,0,0
"Trhde",0,NA,0
"Tbc1d15",0,0,0
"Rab21",0,0,0
"Tmem19",0,0,0.0180586100720342
"Thap2",0,0,0
"Zfc3h1",0,0,0
"Lgr5",0,0,0.0387805104173949
"Tspan8",0,0,0
"Ptprb",0,0,0
"Cnot2",0,0,0
"Rab3ip",0,0,0
"Cct2",0,0,0
"Frs2",0,0,0
"Yeats4",0,0,0
"Lyz2",0,0.017780459572935,0
"Cpsf6",0,0,0
"Gm48903",0,NA,0
"Gm40770",0,0,0
"Cpm",0,NA,0
"Mdm2",0,0,0
"Slc35e3",0,0,0
"Nup107",0,0,0
"Rap1b",0,0,0
"Mdm1",0,0,0
"Gm4065",0,NA,0
"Dyrk2",0,0,0
"Cand1",0,0,0
"Helb",0,0,0
"Irak3",0,NA,0
"Tmbim4",0,0,0
"Llph",0,0,0
"Hmga2",0,NA,0
"X1700006J14Rik",0,NA,0
"Msrb3",0,0,0
"Lemd3",0,0,0
"Wif1",0,NA,0
"Tbc1d30",0,0,0
"Gm48435",0,NA,0
"Gns",0,0,0
"Rassf3",0,0,0
"Gm40787",0,0,0
"Gm35696",0.27517530303395,0,0
"Tbk1",0,0,0
"Xpot",0,0,0
"BC048403",0,NA,0
"Srgap1",0,NA,0
"Tmem5",0,0,0
"Gm36041",0,0,0
"Avpr1a",0,0,0.149210189185028
"A130077B15Rik",0,NA,0
"Ppm1h",0,0,0
"Mon2",0,0,0
"Usp15",0,0,0
"Slc16a7",0,0,0.0137215572300713
"Lrig3",0,0,0
"Atp23",0,0,0
"Ctdsp2",0,0,0
"Tsfm",0,0,0
"Mettl1",0,0,0
"March9",0,NA,0
"Cdk4",0,0,0
"Tspan31",0,0,0
"A730063M14Rik",0,0,0
"Agap2",0,NA,0
"Os9",0,0,0
"B4galnt1",0,0,0
"Slc26a10",0,0,0
"Arhgef25",0,0,0
"Dtx3",0,0,0
"F420014N23Rik",0,NA,0
"Pip4k2c",0,0,0
"Kif5a",0,NA,0
"Dctn2",0,0,0
"Mbd6",0,0,0
"Ddit3",0,0,0
"Mars",0,0,0
"Arhgap9",0,0,0
"Gm47200",0,NA,0
"Inhbe",0,0,0.0715262993340494
"Inhbc",0,0,0.0504931506846217
"R3hdm2",0,0,0
"Stac3",0,NA,0
"Ndufa4l2",0,0,0
"Shmt2",0,0,0.0115230528469691
"Lrp1",0,0,0.0280969759788027
"Stat6",0,0,0
"Nab2",0,0,0
"Nemp1",0,0,0
"Gm16230",0,0,0
"Zbtb39",0,0,0
"Gpr182",0,0,0
"Rdh1",0,NA,0
"Rdh9",0,0,0.0334783633167116
"Rdh16",0,0,0.136105305215783
"Rdh16f2",0.0303818338839877,0.0470097711432511,0
"Rdh7",0,0,0.0576660670418249
"Sdr9c7",0,0,0
"Hsd17b6",0.511367329068715,0,0
"Prim1",0,0,0
"Naca",0,0,0
"Ptges3",0,0,0
"Atp5b",0,0,0
"Baz2a",0,0,0
"Rbms2",0,0,0
"Gls2",0.535401993699827,0,0
"Spryd4",0,0,0
"Gm26847",0,NA,0
"Timeless",0,NA,0
"Apon",0,0,0
"Apof",0,0,0
"Stat2",0,0,0
"Pan2",0,0,0
"Cnpy2",0,0,0
"Cs",0,0,0.0601914055963291
"Coq10a",0,0,0.015876124119285
"Ankrd52",0,NA,0
"Slc39a5",0,NA,0
"Nabp2",0,0,0
"Rnf41",0,0,0
"Smarcc2",0,0,0
"Myl6",0,0,0
"A430046D13Rik",0,0,0
"Esyt1",0,0,0
"Zc3h10",0,0,0
"Rpl41",0,0,0.132006670642127
"Pa2g4",0,0,0
"Erbb3",0,0,0
"Rps26",0,0,0.106229440416645
"Ikzf4",0,NA,0
"Gm26876",0,NA,0
"Suox",0,0,0.0272641717609577
"Rab5b",0,0,0
"Cdk2",0,0,0
"Pmel",0,NA,0
"Dgka",0,0,0
"Pym1",0,0,0
"Mmp19",0,0,0
"Tmem198b",0,0,0
"Dnajc14",0,0,0
"Sarnp",0,0,0
"Ormdl2",0,0,0
"Cd63",0.0153597909525697,0,0
"Rdh5",0,0,0
"Bloc1s1",0,0,0
"Itga7",0,0,0
"Mettl7b",0,0,0.138789985416825
"X9030616G12Rik",0,0,0
"Tespa1",0,NA,0
"Gm31793",0,NA,0
"Insr",0,0,0
"Arhgef18",0,0,0
"Pex11g",0,0,0
"Tex45",0,NA,0
"Zfp358",0,0,0
"Mcoln1",0,0,0
"Pnpla6",0,0,0
"C330021F23Rik",0,0,0
"Camsap3",0,0,0
"Xab2",0,0,0
"Pet100",0,0,0
"Stxbp2",0,0,0
"Mcemp1",0,NA,0
"Fcor",0,0,0
"Gm45231",0,NA,0
"Trappc5",0,0,0
"Fcer2a",0,0,0
"Clec4g",0,0,0
"Cd209a",0,0,0
"Cd209b",0,NA,0
"Gm26750",0,NA,0
"Cd209f",0,0,0
"Cd209g",0,0,0
"Evi5l",0,0,0
"Prr36",0,NA,0
"Lrrc8e",0,NA,0
"Map2k7",0,0,0
"Tgfbr3l",0,NA,0
"Snapc2",0,0,0
"Ctxn1",0,0,0
"Timm44",0,0,0
"Elavl1",0,0,0
"Ccl25",0,0,0.0107139496367193
"Cers4",0,0,0
"Zfp958",0,0,0
"Shcbp1",0,0,0
"Slc10a2",0,0,0
"Efnb2",0,0,0
"Arglu1",0,0,0
"Lig4",0,0,0
"Abhd13",0,0,0
"Tnfsf13b",0,NA,0
"Gm32540",0,0,0
"B930025P03Rik",0,0,0.0111089033391164
"Gm2814",0,0,0
"X3930402G23Rik",0,0,0
"Irs2",0,0,0
"Col4a1",0,0,0
"Col4a2",0,0,0
"Rab20",0,0,0
"Naxd",0,0,0
"Cars2",0,0,0
"Ing1",0,0,0
"Ankrd10",0,0,0
"Arhgef7",0,0,0
"Tubgcp3",0,0,0
"Gm15348",0,0,0
"Atp11a",0,0,0
"Mcf2l",0,NA,0
"F7",0,0,0
"F10",0.0153846589055286,0,0
"Proz",0.0128258382889382,0,0
"Gm17023",0,NA,0
"Pcid2",0,0,0
"Cul4a",0,0,0
"Lamp1",0,0,0
"Grtp1",0,0,0
"Dcun1d2",0,0,0
"Tmco3",0,0,0
"Tfdp1",0,0,0
"Gas6",0,0,0
"Rasa3",0,0,0
"Cdc16",0,0,0
"Upf3a",0,0,0
"Champ1",0,0,0
"Coprs",0,0,0
"Fbxo25",0,0,0
"Tdrp",0,0,0.0146431663079215
"Erich1",0,0,0
"Cln8",0,0,0
"Arhgef10",0,NA,0
"Kbtbd11",0,NA,0
"Mcph1",0,0,0
"Angpt2",0,NA,0
"Agpat5",0,0,0
"Defb1",0.0547113202788459,0,0
"Atp7b",0,0,0
"Alg11",0,0,0
"Nek3",0,0,0
"Ckap2",0,0,0
"Vps36",0,0,0
"Thsd1",0,0,0
"Slc25a15",0,0,0
"X1810012K16Rik",0,NA,0
"Mrps31",0,0,0
"Smim19",0,0,0
"Slc20a2",0,0,0
"Vdac3",0,0,0
"Polb",0,0,0
"Gm26909",0,NA,0
"Ikbkb",0,0,0
"Plat",0,NA,0
"Ap3m2",0,0,0
"Kat6a",0,0,0
"Gpat4",0,0,0.0316778329103132
"Gins4",0,0,0
"Golga7",0,0,0
"Sfrp1",0,0,0
"Gm30692",0,NA,0
"Gm26714",0,NA,0
"Tcim",0,0,0
"Ido2",0,0,0
"Adam32",0,0,0
"Adam9",0,0,0
"Tm2d2",0,0,0.0130320924697757
"Htra4",0,NA,0
"Plekha2",0,0,0
"Tacc1",0,0,0
"Fgfr1",0.0113803281553179,0,0
"Letm2",0,0,0
"D830025C05Rik",0,NA,0
"Nsd3",0,0,0
"Plpp5",0,0,0
"Ddhd2",0,0,0
"Gm17484",0,NA,0
"Bag4",0,0,0
"Lsm1",0,0,0
"Star",0,NA,0
"Ash2l",0,0,0
"Hgsnat",0,0,0
"Pomk",0,0,0
"Fnta",0,0,0
"Hook3",0,0,0
"Rnf170",0,0,0
"Gm45250",0,0,0
"Thap1",0,0,0
"Zfp703",0,0,0
"Erlin2",0,0,0
"Proscos",0,0,0
"Plpbp",0,0,0
"Adgra2",0,0,0
"Brf2",0,0,0
"Rab11fip1",0,0,0
"Got1l1",0,NA,0
"Adrb3",0,0,0
"Eif4ebp1",0,0,0
"Rnf122",0,NA,0
"Tti2",0,0,0
"Mak16",0,0,0
"Fut10",0,0,0
"Nrg1",0,NA,0
"Wrn",0,0,0
"Purg",0,0,0
"Ppp2cb",0,0,0
"Ubxn8",0,0,0
"Gsr",0,0,0.019251508139799
"Gtf2e2",0,0,0
"Rbpms",0,0,0
"Gm39157",0,0,0
"Dctn6",0,0,0
"Gm10131",0,NA,0
"Leprotl1",0,0,0.0308670661601144
"Saraf",0,0,0.0331273703645234
"Gm45349",0,NA,0
"Dusp4",0,0,0
"Tnks",0,0,0
"Gm34474",0,NA,0
"Ppp1r3b",0,0,0
"Gm45301",0,NA,0
"Eri1",0,0,0
"Mfhas1",0,0,0
"Prag1",0,NA,0
"Lonrf1",0,NA,0
"X6430573F11Rik",0,0,0.0138680826444746
"Dlc1",0,0,0
"AI429214",0,NA,0
"Tusc3",0,0,0
"Msr1",0.0211989388647746,0,0
"Micu3",0,0,0
"Zdhhc2",0,0,0
"Cnot7",0,0,0
"Vps37a",0,0,0
"Mtmr7",0,NA,0
"Slc7a2",0,0,0
"Pdgfrl",0,NA,0
"Mtus1",0,0,0.0155631182959687
"B430010I23Rik",0,NA,0
"Gm16192",0,NA,0
"Fgl1",0,0.0123150614481256,0.0577540232999795
"Pcm1",0,0,0
"Asah1",0,0,0
"Frg1",0,0,0
"Fat1",0,0,0
"Mtnr1a",0,0,0
"F11",0,0,0
"Klkb1",0,0,0
"Cyp4v3",0.0263877184397872,0,0
"Fam149a",0,0,0
"Tlr3",0,0,0
"Sorbs2",0,0,0
"Pdlim3",0,0,0
"X1700029J07Rik",0,0,0
"Ufsp2",0,0,0
"Ankrd37",0,0,0
"Lrp2bp",0,0,0
"Snx25",0,0,0
"Cfap97",0,0,0
"Slc25a4",0,0,0
"Gm30931",0,0,0
"Gm45253",0,0,0
"Acsl1",0,0,0.0891828999920903
"Cenpu",0,NA,0
"Primpol",0,0,0
"Casp3",0,0,0
"Irf2",0.0324875816801923,0,0
"Enpp6",0,0,0
"Stox2",0,NA,0
"Trappc11",0,0,0
"Rwdd4a",0,0,0
"Ing2",0,0,0
"Cdkn2aip",0,0,0
"E030037K01Rik",0,0,0
"Wwc2",0,0,0
"Dctd",0,0,0
"Tenm3",0,0,0.0368306939891632
"Aga",0,0,0
"Neil3",0,NA,0
"Vegfc",0,0,0
"Spcs3",0,0,0
"Asb5",0,NA,0
"Gpm6a",0,0,0
"Hpgd",0,0,0.126893115801584
"Cep44",0,0,0
"Fbxo8",0,0,0
"Hand2",0,0,0
"Gm34030",0,0,0
"X5033428I22Rik",0,NA,0
"Sap30",0,0,0
"Hmgb2",0,0,0
"Galnt7",0,0,0
"Aadat",0,0,0.0507115239038141
"Mfap3l",0,NA,0
"Hpf1",0,0,0
"Clcn3",0,0,0
"Nek1",0,0,0
"Sh3rf1",0,0,0
"Cbr4",0,0,0
"Palld",0,0,0
"Ddx60",0,0,0
"Gm45589",0,NA,0
"Cpe",0,0,0
"Msmo1",0,0.0180590788382401,0
"Klhl2",0,0,0
"Tmem192",0,0,0
"March1",0,0,0
"Tma16",0,0,0
"Naf1",0,0,0
"Gm45827",0,NA,0
"Nat1",0,0,0
"Nat2",0,0,0
"Psd3",0,0,0
"Sh2d4a",0,0,0
"Csgalnact1",0,NA,0
"Ints10",0,0,0
"Lpl",0,0,0.114894186573565
"Slc18a1",0,0,0
"Atp6v1b2",0,0,0
"Lzts1",0,NA,0
"Zfp930",0,0,0
"D130040H23Rik",0,NA,0
"Gm43263",0,NA,0
"Zfp868",0,0,0
"Zfp964",0,NA,0
"Zfp869",0,NA,0
"Zfp963",0,0,0
"Zfp866",0,0,0
"Atp13a1",0,0,0
"Gmip",0,0,0
"Lpar2",0,NA,0
"Pbx4",0,0,0
"Yjefn3",0,0,0
"Ndufa13",0.0162487459854571,0,0
"Tssk6",0,NA,0
"Gatad2a",0,0,0
"Mau2",0,0,0
"Sugp1",0,0,0
"Tm6sf2",0,0,0
"Hapln4",0.0183321141537866,0,0
"Rfxank",0,0,0
"Nr2c2ap",0,0,0
"Borcs8",0,0,0
"Tmem161a",0,0,0
"Slc25a42",0,0,0.0301033274769682
"Armc6",0,0,0
"Sugp2",0,0,0
"Homer3",0,0,0
"Ddx49",0,0,0
"Cope",0,0,0
"Upf1",0,0,0
"Comp",0,NA,0
"Crtc1",0,0,0
"Klhl26",0,0,0
"Crlf1",0,NA,0
"Rex1bd",0,0,0.0179625555166666
"Uba52",0,0,0
"Kxd1",0,0,0
"Fkbp8",0,0,0.0271447777559297
"Ell",0,0,0
"Isyna1",0,0,0
"Ssbp4",0,0,0
"Lrrc25",0,0,0
"Gdf15",0,0,0
"Pgpep1",0,0,0
"Lsm4",0,0,0
"Jund",0,0,0
"Gm11175",0,NA,0
"Gm3336",0,NA,0
"Pde4c",0,0,0
"Rab3a",0,0,0
"Mpv17l2",0,0,0
"Pik3r2",0,0,0
"X2010320M18Rik",0,0,0
"Mast3",0,0,0
"Il12rb1",0,NA,0
"Arrdc2",0,0,0
"Kcnn1",0,0,0
"Ccdc124",0,0,0
"Rpl18a",0,0,0.0928906715780177
"Map1s",0,0,0
"Haus8",0,0,0
"Myo9b",0,0,0
"Use1",0,0,0
"Ocel1",0,0,0
"Nr2f6",0,0,0
"Ushbp1",0,0,0
"Babam1",0,0,0
"Ankle1",0,NA,0
"Abhd8",0,0,0
"Mrpl34",0,0,0
"Dda1",0,0,0
"Ano8",0,0,0
"Gtpbp3",0,0,0
"Plvap",0,0,0
"Bst2",0,0.022609611216139,0
"Mvb12a",0,0,0
"Tmem221",0,NA,0
"Slc27a1",0,0,0
"Pgls",0,0,0
"Fam129c",0,NA,0
"Colgalt1",0,0,0
"Unc13a",0,NA,0
"Jak3",0,0,0
"B3gnt3",0,0,0
"Fcho1",0,NA,0
"Zfp709",0,NA,0
"Zfp882",0,NA,0
"Zfp617",0,0,0
"Zfp961",0,0,0
"Cyp4f18",0,NA,0
"Tpm4",0,0,0
"Gm26586",0,NA,0
"Rab8a",0,0,0
"Cib3",0.155420221014769,0,0
"Fam32a",0,0,0
"Ap1m1",0,0,0
"Klf2",0,0,0
"Eps15l1",0,0,0
"Calr3",0,0,0
"X1700030K09Rik",0,0,0
"Cherp",0,0,0
"Slc35e1",0,0,0
"Gm17435",0,0,0
"Med26",0,0,0
"Smim7",0,0,0
"Tmem38a",0,0,0
"Sin3b",0,0,0
"Large1",0,0,0
"Hmgxb4",0,0,0
"Tom1",0,0,0
"Hmox1",0,0,0
"Mcm5",0,0,0
"Nr3c2",0,0,0
"Arhgap10",0,0,0
"X0610038B21Rik",0,NA,0
"Prmt9",0,0,0
"Tmem184c",0,0,0
"Ednra",0,0,0
"Rbmxl1",0,0,0
"Slc10a7",0,0,0
"Lsm6",0,0,0
"Zfp827",0,NA,0
"Mmaa",0,0,0
"Smad1",0,0,0
"Otud4",0,0,0
"Abce1",0,0,0
"Anapc10",0,0,0
"Hhip",0,0,0
"Frem3",0,NA,0
"Smarca5",0,0,0
"Gab1",0,0,0
"Gm31105",0,0,0
"Usp38",0,0,0
"Inpp4b",0,NA,0
"Il15",0,0,0
"Zfp330",0,0,0
"Rnf150",0,NA,0
"Tbc1d9",0,NA,0
"Elmod2",0,0,0
"Scoc",0,0,0
"Ndufb7",0,0,0
"Tecr",0,0,0
"Dnajb1",0,0,0
"Gipc1",0,0,0
"Pkn1",0,0,0
"Ptger1",0,NA,0
"Ddx39",0,0,0
"Adgre5",0,0,0
"Adgrl1",0,0,0
"Gm10644",0,0,0
"Asf1b",0,0,0
"Prkaca",0,0,0
"Samd1",0,0,0
"X1700067K01Rik",0,NA,0
"X2210011C24Rik",0,NA,0
"Il27ra",0,NA,0
"Gm10643",0,NA,0
"C330011M18Rik",0,NA,0
"Rfx1",0,0,0
"Dcaf15",0,0,0
"Podnl1",0,NA,0
"Cc2d1a",0,0,0
"X4930432K21Rik",0,NA,0
"Nanos3",0,NA,0
"Gm26532",0,0,0
"Zswim4",0,0,0
"D8Ertd738e",0,0,0.014734872185303
"Mri1",0,0,0
"Ccdc130",0,0,0
"Cacna1a",0,0,0
"Ier2",0.0200970956287528,0,0
"Gm26664",0,NA,0
"Nacc1",0,0,0
"Trmt1",0,0,0
"Nfix",0,0,0
"Lyl1",0,0,0
"G430095P16Rik",0,NA,0
"Dand5",0,0,0
"Gadd45gip1",0,0,0
"Rad23a",0,0,0.017613495514037
"Calr",0,0,0
"Farsa",0,0,0
"Syce2",0,0,0
"Gcdh",0,0,0.0936373894893748
"Klf1",0,0,0
"Dnase2a",0,0,0
"Mast1",0,0,0
"Rnaseh2a",0,0,0
"Prdx2",0,0,0
"Junb",0,0,0
"Hook2",0,0,0
"Asna1",0,0,0
"Trir",0,0,0
"Tnpo2",0,0,0
"Fbxw9",0,0,0
"Gm5741",0,NA,0
"Dhps",0,0,0
"Wdr83",0,0,0
"Wdr83os",0,0,0
"Man2b1",0,0,0
"Zfp791",0,NA,0
"Gm42031",0,0,0
"Cks1brt",0,NA,0
"Vps35",0,0,0
"Orc6",0,0,0
"Mylk3",0,NA,0
"X4921524J17Rik",0,0,0
"Gpt2",0,0,0
"Dnaja2",0,0,0
"Neto2",0,NA,0
"Itfg1",0,0,0
"Phkb",0,0,0
"Abcc12",0,NA,0
"Lonp2",0,0,0.0573162656196312
"Siah1a",0,0,0
"Gm10638",0,NA,0
"N4bp1",0,0,0
"Zfp423",0,NA,0
"Cnep1r1",0,0,0
"Heatr3",0,0,0
"X9430002A10Rik",0,NA,0
"Papd5",0,0,0
"Adcy7",0,0,0
"Brd7",0,0,0
"Nkd1",0,0,0.0193444797787748
"Snx20",0,0,0
"Nod2",0,NA,0
"Cyld",0,0,0
"Sall1",0,0,0
"Gm19935",0,NA,0
"Chd9",0,0,0
"Rbl2",0,0,0
"Aktip",0,0,0
"Rpgrip1l",0,0,0
"Fto",0,0,0
"Irx3",0,NA,0
"Mmp2",0,0,0
"Lpcat2",0,0,0
"Ces1b",0,0.0136853705896754,0.0252214079666114
"Ces1c",0,0.0315820352466791,0.355829510315596
"Ces1d",0,0.0345031594311833,0.182317182031784
"Ces1e",0,0.0161767841129266,0.0209972938962921
"Ces1f",0,0.0162358749823839,0
"Ces1g",0,0.0155167582403657,0.0952015475687051
"Gnao1",0,NA,0
"Amfr",0,0,0
"Nudt21",0,0,0
"Ogfod1",0,0,0
"Bbs2",0,0,0
"Gm45774",0,NA,0
"Mt2",0.038446317787219,0,0
"Mt1",0.182953305117639,0.044677494372892,0
"Gm39228",0,0,0
"Nup93",0,0,0
"Gm15889",0,0,0
"Herpud1",0,0,0
"X9330175E14Rik",0,0,0
"Nlrc5",0,0,0
"Cpne2",0,0,0
"Fam192a",0,0,0
"Rspry1",0,0,0
"Arl2bp",0,0,0
"Pllp",0,0,0
"Gm45767",0,NA,0
"Ccl22",0,NA,0
"Cx3cl1",0,NA,0
"Ccl17",0,0,0
"Ciapin1",0,0,0
"Coq9",0,0,0
"Polr2c",0,0,0
"Dok4",0,0,0
"Ccdc102a",0,0,0
"Adgrg5",0,NA,0
"Adgrg1",0,0,0
"Adgrg3",0,0,0
"Katnb1",0,0,0
"Kifc3",0,0,0
"Gm31224",0,NA,0
"Gm31036",0,0,0
"Cngb1",0,0,0
"Tepp",0,NA,0
"Zfp319",0,0,0
"Usb1",0,0,0
"Mmp15",0.0211749389570638,0,0
"Cfap20",0.0142107185508214,0,0
"Csnk2a2",0,0,0
"Gins3",0,0,0
"Ndrg4",0,NA,0
"Setd6",0,0,0
"Cnot1",0,0,0
"Sap18b",0,0,0
"Slc38a7",0,0,0
"Got2",0,0,0
"Cdh11",0,NA,0
"Cdh5",0,0,0
"Tk2",0,0,0
"Cklf",0,0,0
"Cmtm3",0,0,0
"Cmtm4",0,0,0
"Dync1li2",0,0,0
"K230015D01Rik",0,0,0
"Nae1",0,0,0
"Car7",0,0,0
"Pdp2",0,0,0
"Rrad",0,NA,0
"Fam96b",0,0,0
"Ces2a",0,0,0.0713827812398567
"Ces2b",0,0,0.0128995473679334
"Ces2c",0,0,0.351457496836069
"Ces2e",0,0,0.108947988217313
"Ces2g",0,0,0
"Ces2h",0,NA,0
"Ces3a",0,0,0.33464267210095
"Ces3b",0.0794559627540382,0,0
"Ces4a",0,0,0.0263895180072015
"Cbfb",0,0,0
"D230025D16Rik",0,0,0.0155195793581538
"B3gnt9",0,NA,0
"Tradd",0,0,0
"Fbxl8",0,0,0
"Hsf4",0,0,0
"Nol3",0,0,0
"X4931428F04Rik",0,NA,0
"Exoc3l",0,0,0
"E2f4",0,0,0
"Elmo3",0,0,0
"Lrrc29",0,0,0
"Tmem208",0,0,0
"Fhod1",0,0,0
"Slc9a5",0,NA,0
"Plekhg4",0,NA,0
"Tppp3",0,NA,0
"Zdhhc1",0,NA,0
"Atp6v0d1",0,0,0
"Gm38250",0,NA,0
"Ripor1",0,0,0
"Gm5914",0,0,0
"Ctcf",0,0,0
"Carmil2",0,NA,0
"Acd",0,0,0
"Pard6a",0,0,0
"Enkd1",0,0,0
"Gfod2",0,0,0
"Ranbp10",0,0,0
"Cenpt",0,0,0
"Thap11",0,0,0
"Nutf2",0,0,0
"Edc4",0,0,0
"Nrn1l",0,NA,0
"Pskh1",0,0,0
"Gm16156",0,NA,0
"Psmb10",0,0,0
"Lcat",0,0,0.0166850961526565
"Slc12a4",0,0,0
"Dus2",0,0,0
"Ddx28",0,0,0.0113670336110293
"Nfatc3",0,0,0
"Esrp2",0,0,0
"Pla2g15",0,0,0
"Slc7a6",0,NA,0
"Slc7a6os",0,0,0
"Prmt7",0,0,0
"Smpd3",0.0230526504078976,0,0
"Zfp90",0,NA,0
"Gm10073",0,0,0
"Cdh1",0.149483206829791,0,0
"Tango6",0,0,0
"Chtf8",0,0,0
"Utp4",0,0,0
"Sntb2",0,0,0
"Vps4a",0,0,0
"Pdf",0,NA,0
"Cog8",0,0,0
"Nip7",0,0,0
"Terf2",0,0,0
"Cyb5b",0,0,0.06484504127393
"Nfat5",0,0,0
"Nqo1",0,0,0
"Nob1",0,0,0
"Wwp2",0,0,0
"Psmd7",0,0,0.0198175991384058
"Zfhx3",0,0,0
"Lncbate1",0,NA,0
"Dhx38",0,0,0
"Txnl4b",0,0,0
"Hp",0.222745860739059,0,0
"Dhodh",0,0,0
"Ist1",0,0,0
"Zfp821",0,0,0
"Atxn1l",0,0,0
"Ap1g1",0,0,0
"Phlpp2",0,0,0
"Marveld3",0,NA,0
"Tat",0.0519442944366959,0,0
"Zfp612",0,0,0
"Cmtr2",0,NA,0
"Vac14",0,0,0
"Mtss1l",0,NA,0
"Il34",0,0,0
"Sf3b3",0,0,0
"Cog4",0,0,0
"Fuk",0,0,0
"St3gal2",0,NA,0
"Ddx19a",0,0,0
"Ddx19b",0,0,0
"Aars",0,0,0.0773315837552692
"Pdpr",0,NA,0
"Glg1",0,0,0
"Rfwd3",0,0,0
"Mlkl",0,0,0
"Wdr59",0,0,0
"Znrf1",0,0,0
"Ldhd",0,0,0.043779016577143
"Zfp1",0,0,0
"Bcar1",0,0,0
"Cfdp1",0,0,0
"Tmem170",0,0,0
"Tmem231",0,0,0
"Gabarapl2",0,0,0.0124701235688116
"Adat1",0,0,0
"Kars",0,0,0
"Terf2ip",0,0,0
"Mon1b",0,0,0
"Nudt7",0,0,0.0735958210635906
"Wwox",0,0,0
"Gm16118",0,NA,0
"Maf",0,0,0
"Gm45733",0,NA,0
"Cdyl2",0,NA,0
"Cmc2",0,0,0
"Cenpn",0,0,0
"Atmin",0,0,0
"X1700030J22Rik",0,NA,0
"Gcsh",0,0,0
"Bco1",0.0128480880504962,0,0
"Gan",0,0,0
"Cmip",0,0,0
"Plcg2",0,0,0
"Sdr42e1",0,0,0.0258719389500677
"Gm31717",0,0,0
"Gm38416",0,0,0
"Hsd17b2",0,0,0
"Mphosph6",0,0,0
"Cdh13",0,0,0.0300563814644351
"Hsbp1",0,0,0
"Mlycd",0,0,0
"Osgin1",0.0118553010854562,0.0111696035475783,0
"Necab2",0,NA,0
"Mbtps1",0,0,0
"Hsdl1",0,0,0
"Taf1c",0,0,0
"Gm32352",0,NA,0
"Wfdc1",0,0,0
"Tldc1",0,0,0
"Cotl1",0,0,0
"Klhl36",0,0,0
"Usp10",0,0,0
"Crispld2",0,0,0
"Zdhhc7",0,0,0
"X6430548M08Rik",0,0,0
"Gse1",0,0,0
"Gins2",0,0,0
"Gm26739",0,NA,0
"X1190005I06Rik",0,0,0.0126850714331805
"Emc8",0,0,0
"Cox4i1",0,0,0
"Irf8",0,0,0
"Foxf1",0,0,0
"Mthfsd",0,0,0
"Gm26747",0,NA,0
"Fbxo31",0,0,0
"Map1lc3b",0,0,0.0120663704171787
"Zcchc14",0,0,0
"Gm27030",0,NA,0
"Klhdc4",0,0,0
"Gm42047",0,0,0
"Slc7a5",0,NA,0
"Car5a",0,0,0.0244139387232934
"Banp",0,0,0
"Zfpm1",0,0,0
"Gm45353",0,NA,0
"Zc3h18",0,0,0
"Cyba",0,0,0
"Mvd",0,0,0
"Snai3",0,NA,0
"Rnf166",0,0,0
"Ctu2",0,0,0
"Piezo1",0,0,0
"Cdt1",0,0,0
"Aprt",0,0,0
"Galns",0,0,0
"Trappc2l",0,0,0
"Cbfa2t3",0,0,0
"Gm10612",0,NA,0
"Acsf3",0,0,0
"Cdh15",0,NA,0
"Ankrd11",0,0,0
"Spg7",0,0,0
"Rpl13",0,0,0.105233791445494
"Cpne7",0,NA,0
"Sult5a1",0.0589255882136938,0,0
"Dpep1",0,0,0
"Chmp1a",0,0,0
"Spata33",0,0,0
"Cdk10",0,0,0
"Spata2l",0,0,0
"X4933417D19Rik",0,NA,0
"Vps9d1",0,0,0
"Zfp276",0,0,0
"Fanca",0,0,0
"Spire2",0,NA,0
"Tcf25",0,0,0
"Def8",0,0,0
"Afg3l1",0,0,0
"Gas8",0,0,0
"Rhou",0.0257935831320266,0,0
"X6030466F02Rik",0,NA,0
"X4732419C18Rik",0,0,0
"Gm45866",0,NA,0
"Rab4a",0,0,0
"X2810455O05Rik",0,NA,0
"Ccsap",0,NA,0
"Gm29773",0,NA,0
"Nup133",0,0,0
"Gm45890",0,NA,0
"Abcb10",0,0,0
"Taf5l",0,0,0
"Urb2",0,0,0
"Cog2",0,0,0
"Agt",0,0,0
"X2310022B05Rik",0,0,0
"Ttc13",0,0,0
"Arv1",0,0,0
"Fam89a",0,0,0.0634328046768249
"X2810004N23Rik",0,0,0
"Gnpat",0,0,0
"Exoc8",0,0,0
"Sprtn",0,0,0
"Egln1",0,0,0
"Tsnax",0,0,0
"Sipa1l2",0,0,0
"Map10",0,NA,0
"Ntpcr",0,0,0
"Map3k21",0,0,0
"Kcnk1",0,0,0
"Coa6",0,0,0
"Tarbp1",0,0,0
"Gm26759",0,NA,0
"Irf2bp2",0.0116355211185733,0,0
"Gm31718",0,0,0
"Tomm20",0,0,0
"Rbm34",0,0,0
"Pard3",0,0,0
"Nrp1",0,0,0.027607370866325
"Itgb1",0,0,0
"X2610044O15Rik8",0,0,0
"Gm32856",0,NA,0
"Gm16741",0,NA,0
"Flnb",0,0,0
"Dnase1l3",0,0,0
